drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Tramadol	Citalopram	0.223	2.963	Major	3119 (2524/595)	Citalopram may increase the neuroexcitatory activities of Tramadol.	#F1ABAB	577.025184494506	1
Bisoprolol	Ibuprofen	0.125	1.088	Moderate	5318 (3239/2079)	Ibuprofen may decrease the antihypertensive activities of Bisoprolol.	#F9BCBC	983.847364905991	1
Diltiazem	Simvastatin	0.432	-1.314	Major	3222 (1680/1542)	The serum concentration of Simvastatin can be increased when it is combined with Diltiazem.	#B2D0E5	596.080520821193	1
Donepezil	Sertraline	0.422	2.052	Minor	1004 (749/255)	The metabolism of Donepezil can be decreased when combined with Sertraline.	#F5B4B4	185.743278368863	2.72497912340178e-31
Levofloxacin	Acenocoumarol	0.101	-1.807	None	3484 (1540/1944)	Levofloxacin may increase the anticoagulant activities of Acenocoumarol.	#AECDE3	644.551376331792	1
Bisoprolol	Gliclazide	0.344	-1.338	None	2414 (1248/1166)	Bisoprolol may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	446.597882452625	1
Mirtazapine	Rivastigmine	0.312	1.669	Moderate	644 (454/190)		#F7B7B7	119.142102858115	4.44089318205737e-64
Bisoprolol	Salbutamol	0.17	-1.568	Moderate	3568 (1703/1865)	Bisoprolol may decrease the bronchodilatory activities of Salbutamol.	#AFCEE4	660.091650617633	1
Ciprofloxacin	Acenocoumarol	0.104	-1.699	None	3901 (1784/2117)		#AFCEE4	721.697737965075	1
Acetaminophen	Warfarin	0.23	-1.067	Minor	2311 (1324/987)	Acetaminophen may increase the anticoagulant activities of Warfarin.	#B4D1E6	427.542546125939	1
Ibuprofen	Acenocoumarol	0.126	-1.146	None	5043 (2801/2242)	Ibuprofen may increase the anticoagulant activities of Acenocoumarol.	#B4D1E6	932.971466946392	1
Digoxin	Levothyroxine	0.322	2.466	Moderate	1377 (1073/304)		#F3AFAF	254.74949632861	1
Paroxetine	Acenocoumarol	0.323	1.66	None	1786 (1257/529)	Paroxetine may increase the anticoagulant activities of Acenocoumarol.	#F7B7B7	330.415831839432	1
Indomethacin	Methotrexate	0.292	1.456	Major	182 (123/59)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F7B9B9	33.6705942859891	3.90074249265819e-71
Digoxin	Amiodarone	0.322	-1.175	Major	1016 (558/458)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#B4D1E6	187.963317552555	3.45461480912427e-22
Tramadol	Paroxetine	0.203	4.586	Major	1861 (1615/246)	Paroxetine may increase the neuroexcitatory activities of Tramadol.	#EB9C9C	344.291076737504	1
Acetylsalicylic acid	Ginkgo biloba	0.256	1.022	Moderate	1773 (1053/720)	Ginkgo biloba may increase the anticoagulant activities of Acetylsalicylic acid.	#F9BCBC	328.010789390433	1
Diltiazem	Atorvastatin	0.459	-1.744	Moderate	1930 (870/1060)	The serum concentration of Diltiazem can be increased when it is combined with Atorvastatin.	#AECDE3	357.056302043731	1
Mirtazapine	Donepezil	0.391	2.671	Moderate	574 (455/119)		#F2AEAE	106.191874286581	3.50022689449696e-26
Bisoprolol	Formoterol	0.248	-1.774	Moderate	2369 (1058/1311)	Bisoprolol may decrease the bronchodilatory activities of Formoterol.	#AECDE3	438.272735513782	1
Propafenone	Acenocoumarol	0.338	1.633	None	484 (339/145)	The serum concentration of Acenocoumarol can be increased when it is combined with Propafenone.	#F7B7B7	89.5415804088942	2.15450747221367e-30
Mesalazine	Azathioprine	0.309	-1.122	Moderate	66 (37/29)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#B4D1E6	12.2102155103038	5.27142361601523e-58
Warfarin	Amiodarone	0.34	-1.364	Major	453 (232/221)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#B1CFE5	83.8064791843576	1.73167461667868e-83
Atenolol	Ibuprofen	0.161	1.379	Moderate	2388 (1585/803)	Ibuprofen may decrease the antihypertensive activities of Atenolol.	#F7B9B9	441.787797554627	1
Ranitidine	Acenocoumarol	0.27	-1.326	None	2046 (1062/984)		#B2D0E5	378.516680819416	1
Simvastatin	Amiodarone	0.336	-1.43	Major	2455 (1228/1227)	The serum concentration of Simvastatin can be increased when it is combined with Amiodarone.	#B1CFE5	454.183016330238	1
Digoxin	Verapamil	0.365	1.17	Moderate	543 (340/203)	The metabolism of Digoxin can be decreased when combined with Verapamil.	#F9BCBC	100.456773062045	6.45706406925821e-49
Bisoprolol	Repaglinide	0.329	-1.43	Moderate	1515 (758/757)		#B1CFE5	280.279946941063	1
Digoxin	Alprazolam	0.26	1.884	Moderate	1231 (898/333)		#F5B4B4	227.739019593696	1
Alendronic acid	Naproxen	0.131	6.777	Moderate	1327 (1203/124)	The risk or severity of adverse effects can be increased when Naproxen is combined with Alendronic acid.	#E28989	245.499333063229	1
Trazodone	Acenocoumarol	0.269	-1.024	None	1623 (946/677)		#B4D1E6	300.260299594288	1
Digoxin	Hydrochlorothiazide	0.292	1.28	Moderate	2138 (1383/755)	The risk or severity of adverse effects can be increased when Hydrochlorothiazide is combined with Digoxin.	#F8BABA	395.536981227719	1
Methotrexate	Hydroxychloroquine	0.252	1.972	Minor	65 (48/17)		#F5B4B4	12.0252122449961	2.68587285392576e-46
Spironolactone	Losartan	0.334	1.192	Major	1413 (891/522)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Losartan.	#F8BABA	261.409613879685	1
Simvastatin	Clarithromycin	0.064	1.196	Major	1839 (1161/678)	The serum concentration of Simvastatin can be increased when it is combined with Clarithromycin.	#F8BABA	340.221004900736	1
Omeprazole	Ketazolam	0.284	2.006	None	871 (646/225)		#F5B4B4	161.137844082948	1
Acetylsalicylic acid	Methylprednisolone	0.164	-1.313	Moderate	1737 (906/831)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Methylprednisolone.	#B2D0E5	321.350671839358	1
Valproic acid	Acetylsalicylic acid	0.379	-1.264	Moderate	855 (454/401)	The serum concentration of Valproic Acid can be increased when it is combined with Acetylsalicylic acid.	#B2D0E5	158.177791838026	1
Trimethoprim	Leucovorin	0.55	-1.812	Major	179 (79/100)		#AECDE3	33.1155844900662	1.56061351295176e-98
Bisoprolol	Salmeterol	0.291	-2.426	Moderate	2398 (890/1508)	Bisoprolol may decrease the bronchodilatory activities of Salmeterol.	#A8C8E1	443.637830207703	1
Hydrocortisone	Acetylsalicylic acid	0.161	-1.167	Moderate	1583 (872/711)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Hydrocortisone.	#B4D1E6	292.860168981983	1
Propranolol	Primidone	0.273	-1.601	Moderate	125 (59/66)	The metabolism of Propranolol can be increased when combined with Primidone.	#AFCEE4	23.1254081634541	8.75165153097982e-69
Paroxetine	Risperidone	0.278	1.653	Moderate	727 (511/216)	The metabolism of Risperidone can be decreased when combined with Paroxetine.	#F7B7B7	134.497373878649	1
Cyclosporine	Sirolimus	0.271	1.397	Moderate	3 (2/1)	The risk or severity of adverse effects can be increased when Sirolimus is combined with Cyclosporine.	#F7B9B9	0.555009795922898	0.00384648455498863
Azithromycin	Acenocoumarol	0.1	-1.555	None	2205 (1057/1148)	The metabolism of Acenocoumarol can be decreased when combined with Azithromycin.	#AFCEE4	407.93220000333	1
Acetylsalicylic acid	Acenocoumarol	0.204	-2.125	None	5220 (2101/3119)	Acetylsalicylic acid may increase the anticoagulant activities of Acenocoumarol.	#ABCBE2	965.717044905843	1
Levothyroxine	Iron	0.19	3.457	Moderate	708 (589/119)	The serum concentration of Levothyroxine can be decreased when it is combined with Iron.	#F0A7A7	130.982311837804	1
Propranolol	Ibuprofen	0.155	1.516	Moderate	1138 (779/359)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F7B9B9	210.533715920086	1
Omeprazole	Midazolam	0.271	1.203	Moderate	716 (453/263)		#F8BABA	132.462337960265	1
Citalopram	Carvedilol	0.37	1.458	Moderate	809 (547/262)	The metabolism of Carvedilol can be decreased when combined with Citalopram.	#F7B9B9	149.667641633875	1
Fluoxetine	Acenocoumarol	0.314	1.588	None	753 (523/230)	The metabolism of Acenocoumarol can be decreased when combined with Fluoxetine.	#F7B7B7	139.307458776647	1
Galantamine	Sertraline	0.41	1.741	Moderate	426 (304/122)	The metabolism of Galantamine can be decreased when combined with Sertraline.	#F6B6B6	78.8113910210515	1.66724901751751e-07
Citalopram	Propranolol	0.323	2.439	Moderate	575 (447/128)	The metabolism of Propranolol can be decreased when combined with Citalopram.	#F3AFAF	106.376877551889	1
Norfloxacin	Acenocoumarol	0.091	1.851	None	1248 (906/342)	Norfloxacin may increase the anticoagulant activities of Acenocoumarol.	#F6B6B6	230.884075103926	1
Omeprazole	Itraconazole	0.087	1.173	Moderate	1045 (655/390)	The serum concentration of Itraconazole can be decreased when it is combined with Omeprazole.	#F9BCBC	193.328412246476	1
Bisoprolol	Insulin aspart	0.276	-1.088	Moderate	813 (462/351)		#B4D1E6	150.407654695105	1
Phenytoin	Omeprazole	0.367	-1.373	Moderate	905 (462/443)	The serum concentration of Omeprazole can be decreased when it is combined with Phenytoin.	#B1CFE5	167.427955103408	1
Ibuprofen	Carvedilol	0.134	-1.084	Moderate	1599 (910/689)	Ibuprofen may decrease the antihypertensive activities of Carvedilol.	#B4D1E6	295.820221226905	1
Methimazole	Acenocoumarol	0.294	1.579	None	414 (287/127)	Methimazole may decrease the anticoagulant activities of Acenocoumarol.	#F7B7B7	76.5913518373599	0.030377687184798
Salbutamol	Carvedilol	0.185	-1.776	Major	1163 (519/644)	Carvedilol may decrease the vasoconstricting activities of Salbutamol.	#AECDE3	215.158797552777	1
Trimethoprim	Rifampicin	0.683	-1.209	Moderate	83 (45/38)	The metabolism of Trimethoprim can be increased when combined with Rifampicin.	#B2D0E5	15.3552710205335	7.85668476905436e-42
Propranolol	Sertraline	0.336	2.679	Moderate	469 (372/97)	The metabolism of Propranolol can be decreased when combined with Sertraline.	#F2AEAE	86.7665314292797	1
Atenolol	Gliclazide	0.357	-1.1	None	810 (458/352)	Atenolol may increase the hypoglycemic activities of Gliclazide.	#B4D1E6	149.852644899182	1
Entacapone	Apomorphine	0.385	1.048	Moderate	5 (3/2)		#F9BCBC	0.925016326538163	4.22626482781283e-06
Mirtazapine	Galantamine	0.363	1.853	Moderate	274 (199/75)		#F6B6B6	50.6908946942914	1.60484309553126e-13
Gliclazide	Carvedilol	0.332	-1.52	None	738 (358/380)	Carvedilol may increase the hypoglycemic activities of Gliclazide.	#B1CFE5	136.532409797033	1
Ramipril	Spironolactone	0.357	-1.64	Major	738 (344/394)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#AFCEE4	136.532409797033	1
Carvedilol	Insulin aspart	0.267	-1.19	Moderate	379 (207/172)		#B2D0E5	70.1162375515928	6.68206268655624e-08
Repaglinide	Gliclazide	0.24	-1.207	None	575 (312/263)	Repaglinide may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	106.376877551889	1
Bisoprolol	Insulin detemir	0.312	-1.003	Moderate	631 (371/260)		#B4D1E6	116.737060409116	1
Propranolol	Paroxetine	0.35	2.715	Moderate	386 (307/79)	The metabolism of Propranolol can be decreased when combined with Paroxetine.	#F2AEAE	71.4112604087462	1
Sertraline	Carvedilol	0.346	1.397	Moderate	618 (412/206)	The metabolism of Carvedilol can be decreased when combined with Sertraline.	#F7B9B9	114.332017960117	1
Digoxin	Diazepam	0.24	1.766	Moderate	808 (579/229)		#F6B6B6	149.482638368567	1
Carbamazepine	Simvastatin	0.331	-1.001	Moderate	588 (346/242)	The metabolism of Simvastatin can be increased when combined with Carbamazepine.	#B4D1E6	108.781920000888	1
Tramadol	Escitalopram	0.236	2.536	Major	954 (748/206)	Escitalopram may increase the neuroexcitatory activities of Tramadol.	#F3AFAF	176.493115103482	1
Bisoprolol	Glyburide	0.288	-1.42	Moderate	1002 (503/499)	Bisoprolol may increase the hypoglycemic activities of Glyburide.	#B1CFE5	185.373271838248	1
Diltiazem	Amiodarone	0.346	-1.47	Major	535 (264/271)	The risk or severity of bradycardia can be increased when Diltiazem is combined with Amiodarone.	#B1CFE5	98.9767469395835	1
Repaglinide	Carvedilol	0.333	-1.786	Moderate	535 (238/297)		#AECDE3	98.9767469395835	0.0727428980186798
Atenolol	Glyburide	0.323	-1.113	Moderate	528 (297/231)	Atenolol may increase the hypoglycemic activities of Glyburide.	#B4D1E6	97.6817240824301	1
Carvedilol	Insulin detemir	0.315	-1.234	Moderate	311 (167/144)		#B2D0E5	57.5360155106738	3.09267435627928e-07
Salmeterol	Carvedilol	0.31	-2.231	Major	806 (315/491)	Carvedilol may decrease the vasoconstricting activities of Salmeterol.	#ABCBE2	149.112631837952	1
Paroxetine	Carvedilol	0.364	1.711	Moderate	476 (338/138)	The metabolism of Carvedilol can be decreased when combined with Paroxetine.	#F6B6B6	88.0615542864332	1
Fluconazole	Simvastatin	0.086	1.149	Major	812 (505/307)	The serum concentration of Simvastatin can be increased when it is combined with Fluconazole.	#F9BCBC	150.222651429798	1
Cyclosporine	Danazol	0.463	1.397	Moderate	3 (2/1)	Danazol may increase the hepatotoxic activities of Cyclosporine.	#F7B9B9	0.555009795922898	0.0171345664608941
Tramadol	Fluoxetine	0.235	4.08	Major	643 (549/94)	Fluoxetine may increase the neuroexcitatory activities of Tramadol.	#EDA1A1	118.957099592808	1
Pyridostigmine	Prednisone	0.351	-2.031	Moderate	179 (74/105)	The risk or severity of adverse effects can be increased when Prednisone is combined with Pyridostigmine.	#ACCCE3	33.1155844900662	2.40147010141116e-40
Sucralfate	Lansoprazole	0.281	1.124	Moderate	167 (103/64)		#F9BCBC	30.8955453063747	7.60985871626856e-17
Pravastatin	Fenofibrate	0.664	-1.187	Major	311 (170/141)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#B2D0E5	57.5360155106738	0.000368545524758951
Digoxin	Methimazole	0.289	1.876	Moderate	199 (145/54)	The serum concentration of Digoxin can be increased when it is combined with Methimazole.	#F6B6B6	36.8156497962189	2.69945780147443e-07
Atenolol	Salbutamol	0.166	-1.217	Moderate	927 (501/426)	Atenolol may decrease the bronchodilatory activities of Salbutamol.	#B2D0E5	171.498026940175	1
Verapamil	Atorvastatin	0.385	-1.05	Moderate	475 (274/201)	Atorvastatin can cause a decrease in the absorption of Verapamil resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B4D1E6	87.8765510211255	1
Omeprazole	Flurazepam	0.275	1.446	Moderate	396 (267/129)		#F7B9B9	73.2612930618225	1
Clonidine	Nadolol	0.362	Inf	Major	2 (2/0)	Clonidine may increase the atrioventricular blocking (AV block) activities of Nadolol.	#B32020	0.370006530615265	0.847558492676338
Amitriptyline	Carbamazepine	0.334	1.519	Moderate	127 (87/40)	The metabolism of Amitriptyline can be increased when combined with Carbamazepine.	#F7B9B9	23.4954146940693	6.53743719093989e-17
Propranolol	Escitalopram	0.299	3.058	None	242 (197/45)		#F1ABAB	44.7707902044471	1
Galantamine	Paroxetine	0.331	1.65	Moderate	279 (196/83)	The metabolism of Galantamine can be decreased when combined with Paroxetine.	#F7B7B7	51.6159110208295	1
Pentoxifylline	Acenocoumarol	0.331	-3.176	None	1252 (389/863)	Pentoxifylline may increase the anticoagulant activities of Acenocoumarol.	#A2C4DE	231.624088165156	1
Simvastatin	Colchicine	0.152	-3.379	Major	1008 (300/708)	Colchicine may increase the myopathic rhabdomyolysis activities of Simvastatin.	#A0C3DD	186.483291430094	1
Acetylsalicylic acid	Glipizide	0.346	-1.728	Moderate	459 (208/251)	Acetylsalicylic acid may increase the hypoglycemic activities of Glipizide.	#AECDE3	84.9164987762034	1
Omeprazole	Cilostazol	0.212	-3.864	Major	1058 (286/772)	The serum concentration of Cilostazol can be increased when it is combined with Omeprazole.	#9CBFDB	195.733454695475	1
Citalopram	Clarithromycin	0.11	2.364	Major	491 (379/112)	Clarithromycin may increase the QTc-prolonging activities of Citalopram.	#F4B1B1	90.8366032660476	1
Lidocaine	Bisoprolol	0.16	1.807	Moderate	477 (344/133)	The serum concentration of Lidocaine can be increased when it is combined with Bisoprolol.	#F6B6B6	88.2465575517408	1
Formoterol	Carvedilol	0.234	-2.04	Major	633 (261/372)	Carvedilol may decrease the vasoconstricting activities of Formoterol.	#ACCCE3	117.107066939731	1
Olanzapine	Rivastigmine	0.359	1.209	Moderate	142 (90/52)		#F8BABA	26.2704636736838	1.45971936649121e-15
Methotrexate	Acetylsalicylic acid	0.26	-1.089	Major	551 (313/238)	The serum concentration of Methotrexate can be increased when it is combined with Acetylsalicylic acid.	#B4D1E6	101.936799184506	1
Digoxin	Telmisartan	0.267	1.227	Moderate	386 (246/140)	The serum concentration of Digoxin can be increased when it is combined with Telmisartan.	#F8BABA	71.4112604087462	1
Alprazolam	Clarithromycin	0.128	2.084	Moderate	470 (352/118)	The serum concentration of Alprazolam can be increased when it is combined with Clarithromycin.	#F5B2B2	86.9515346945874	1
Moxifloxacin	Acenocoumarol	0.097	-1.951	None	853 (361/492)		#ACCCE3	157.807785307411	1
Venlafaxine	Metoclopramide	0.154	2.776	Moderate	373 (298/75)	The risk or severity of adverse effects can be increased when Metoclopramide is combined with Venlafaxine.	#F2ACAC	69.006217959747	1
Fenofibrate	Atorvastatin	0.417	-1.413	Major	465 (234/231)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Atorvastatin.	#B1CFE5	86.0265183680492	1
Gemfibrozil	Acenocoumarol	0.311	-1.679	None	554 (255/299)	The metabolism of Acenocoumarol can be decreased when combined with Gemfibrozil.	#AFCEE4	102.491808980429	1
Amitriptyline	Salbutamol	0.211	1.21	Moderate	511 (324/187)	The risk or severity of adverse effects can be increased when Amitriptyline is combined with Salbutamol.	#F8BABA	94.5366685722003	1
Glyburide	Carvedilol	0.297	-1.62	Moderate	405 (190/215)	Carvedilol may increase the hypoglycemic activities of Glyburide.	#AFCEE4	74.9263224495912	1
Phenytoin	Furosemide	0.389	-1.277	Minor	316 (167/149)	Phenytoin may decrease the diuretic activities of Furosemide.	#B2D0E5	58.4610318372119	1
Acetylsalicylic acid	Dexamethasone	0.179	-2.211	Moderate	967 (380/587)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Dexamethasone.	#ABCBE2	178.898157552481	1
Amiodarone	Levofloxacin	0.173	-1.996	Major	711 (297/414)	Levofloxacin may increase the QTc-prolonging activities of Amiodarone.	#ACCCE3	131.537321633727	1
Ceftazidime	Gentamicin	1	Inf	Moderate	2 (2/0)		#B32020	0.370006530615265	0.378408265482468
Metformin	Glucosamine	0.208	1.067	None	675 (408/267)		#F9BCBC	124.877204082652	1
Atorvastatin	Clarithromycin	0.092	-1.291	Major	677 (356/321)	The serum concentration of Atorvastatin can be increased when it is combined with Clarithromycin.	#B2D0E5	125.247210613267	1
Atenolol	Repaglinide	0.304	-1.062	Moderate	385 (221/164)		#B4D1E6	71.2262571434386	1
Levothyroxine	Warfarin	0.273	2.27	Moderate	255 (195/60)	Levothyroxine may increase the anticoagulant activities of Warfarin.	#F4B1B1	47.1758326534463	1
Dextromethorphan	Paroxetine	0.136	2.826	Major	328 (263/65)	Paroxetine may increase the serotonergic activities of Dextromethorphan.	#F2ACAC	60.6810710209035	1
Carbamazepine	Atorvastatin	0.329	-1.327	Moderate	289 (150/139)	The metabolism of Atorvastatin can be increased when combined with Carbamazepine.	#B2D0E5	53.4659436739058	1
Repaglinide	Glyburide	0.211	-1.254	None	302 (161/141)	Repaglinide may increase the hypoglycemic activities of Glyburide.	#B2D0E5	55.8709861229051	1
Fenofibrate	Acenocoumarol	0.305	-1.356	None	444 (228/216)	Fenofibrate may increase the anticoagulant activities of Acenocoumarol.	#B1CFE5	82.1414497965889	1
Simvastatin	Fenofibrate	0.34	-1.239	Major	653 (350/303)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Simvastatin.	#B2D0E5	120.807132245884	1
Indomethacin	Alendronic acid	0.216	3.984	Moderate	248 (211/37)	The risk or severity of adverse effects can be increased when Indomethacin is combined with Alendronic acid.	#EDA3A3	45.8808097962929	1
Clarithromycin	Acenocoumarol	0.084	-1.252	None	688 (367/321)	The metabolism of Acenocoumarol can be decreased when combined with Clarithromycin.	#B2D0E5	127.282246531651	1
Hydrocortisone	Acenocoumarol	0.154	-1.103	None	533 (301/232)		#B4D1E6	98.6067404089682	1
Warfarin	Propafenone	0.22	1.146	Moderate	66 (41/25)	The serum concentration of Warfarin can be increased when it is combined with Propafenone.	#F9BCBC	12.2102155103038	2.64106564289526e-11
Carvedilol	Escitalopram	0.352	1.242	None	300 (192/108)		#F8BABA	55.5009795922898	1
Lorazepam	Phenytoin	0.347	-1.056	Moderate	278 (160/118)	The serum concentration of Phenytoin can be increased when it is combined with Lorazepam.	#B4D1E6	51.4309077555219	1
Digoxin	Rabeprazole	0.22	1.177	Moderate	333 (209/124)		#F8BABA	61.6060873474417	1
Clozapine	Lamotrigine	0.359	Inf	Moderate	2 (2/0)	The risk or severity of adverse effects can be increased when Clozapine is combined with Lamotrigine.	#B32020	0.370006530615265	1
Propranolol	Salbutamol	0.153	-1.042	Major	444 (257/187)		#B4D1E6	82.1414497965889	1
Spironolactone	Irbesartan	0.304	1.237	Major	302 (193/109)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Irbesartan.	#F8BABA	55.8709861229051	1
Phenytoin	Lamotrigine	0.528	-1.7	Moderate	35 (16/19)	The serum concentration of Lamotrigine can be decreased when it is combined with Phenytoin.	#AFCEE4	6.47511428576714	5.70578673707766e-18
Fluoxetine	Risperidone	0.292	2.058	Moderate	221 (165/56)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#F5B2B2	40.8857216329868	1
Donepezil	Solifenacin	0.349	-1.285	Moderate	279 (147/132)	The therapeutic efficacy of Solifenacin can be decreased when used in combination with Donepezil.	#B2D0E5	51.6159110208295	1
Fluoxetine	Carvedilol	0.362	1.291	Moderate	225 (146/79)	The metabolism of Carvedilol can be decreased when combined with Fluoxetine.	#F8BABA	41.6257346942173	1
Methotrexate	Amoxicillin	0.122	1.202	Major	400 (253/147)	The serum concentration of Methotrexate can be increased when it is combined with Amoxicillin.	#F8BABA	74.0013061230531	1
Fluconazole	Alprazolam	0.182	2.064	Major	261 (195/66)	The metabolism of Alprazolam can be decreased when combined with Fluconazole.	#F5B2B2	48.2858522452921	1
Olanzapine	Donepezil	0.363	1.14	Moderate	129 (80/49)		#F9BCBC	23.8654212246846	4.19406730108107e-07
