drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Warfarin	Ibuprofen	0.208	1.221	Major	3 (2/1)	The NSAID increases the anticoagulant effect	#F7B7B7	31.1655931851236	1
Warfarin	Benzylpenicillin	0.333	Inf	Moderate	1 (1/0)	The IV penicillin increases the anticoagulant effect	#B32020	10.3885310617079	1
Warfarin	Miconazole	0.194	Inf	Major	1 (1/0)	Vaginal miconazole increases the anticoagulant effect	#B32020	10.3885310617079	1
Warfarin	Phenobarbital	0.195	Inf	Major	1 (1/0)	The barbiturate decreases the anticoagulant effect	#B32020	10.3885310617079	1
Furosemide	Ibuprofen	0.301	1.119	Moderate	17 (11/6)	The NSAID decreases the diuretic and antihypertensive effects of the loop diuretic	#F8BABA	176.605028049034	1
Clavulanic acid	Ethinylestradiol	0.36	Inf	None	8 (8/0)	This anti-infectious agent could decrease the effect of the oral contraceptive	#B32020	83.108248493663	1
Prednisolone	Ethinylestradiol	0.241	Inf	Moderate	2 (2/0)	The estrogenic agent increases the effect of the corticosteroid	#B32020	20.7770621234157	1
Acetylsalicylic acid	Glyburide	0.705	-1.31	Moderate	18 (10/8)	The salicylate increases the effect of sulfonylurea	#AECDE3	186.993559110742	1.53881022427776e-14
Acetylsalicylic acid	Ibuprofen	0.343	-1.092	Major	30 (18/12)	Ibuprofen reduces ASA cardioprotective effects	#B2D0E5	311.655931851236	1
Acetylsalicylic acid	Gliclazide	0.869	1.221	None	3 (2/1)	The salicylate increases the effect of sulfonylurea	#F7B7B7	31.1655931851236	0.93199416860563
Acetylsalicylic acid	Dexamethasone	0.181	1.221	Moderate	3 (2/1)	The corticosteroid decreases the effect of salicylates	#F7B7B7	31.1655931851236	1
Methyldopa	Salbutamol	0.743	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	10.3885310617079	1
Methyldopa	Fenoterol	0.258	Inf	None	1 (1/0)	Increased arterial pressure	#B32020	10.3885310617079	1
Methyldopa	Iron	0.302	Inf	Moderate	5 (5/0)	Iron decreases the absorption of dopa derivatives	#B32020	51.9426553085394	0.140191660728539
Ethinylestradiol	Benzylpenicillin	0.058	Inf	Moderate	2 (2/0)	This anti-infectious agent could decrease the effect of the oral contraceptive	#B32020	20.7770621234157	1
Ethinylestradiol	Amoxicillin	0.285	Inf	Moderate	22 (22/0)	This anti-infectious agent could decrease the effect of the oral contraceptive	#B32020	228.547683357573	1
Hydrochlorothiazide	Lithium cation	0.393	-1.638	Major	4 (2/2)	The thiazide diuretic increases serum levels of lithium	#A8C8E1	41.5541242468315	1
Ibuprofen	Lithium cation	0.171	2.646	Moderate	16 (13/3)	The NSAID increases serum levels of lithium	#E99999	166.216496987326	1
Norfloxacin	Aminophylline	1	Inf	Moderate	1 (1/0)	The quinolone increases the effect of theophylline	#B32020	10.3885310617079	1
Norfloxacin	Iron	0.171	Inf	None	9 (9/0)	Formation of non-absorbable complexes	#B32020	93.4967795553709	1
Fluconazole	Warfarin	0.097	-Inf	Major	1 (0/1)	Increases the anticoagulant effect	#1E61A5	10.3885310617079	1
Phenytoin	Ciprofloxacin	0.131	-Inf	Moderate	1 (0/1)	Ciprofloxacin decreases the hydantoin effect	#1E61A5	10.3885310617079	1
Digoxin	Diazepam	0.183	-Inf	Moderate	2 (0/2)	The benzodiazepine increases the effect of digoxin	#1E61A5	20.7770621234157	1
Digoxin	Amiodarone	0.756	-Inf	Major	1 (0/1)	Amiodarone increases the effect of digoxin	#1E61A5	10.3885310617079	0.744246138811032
Digoxin	Carvedilol	0.351	-Inf	Moderate	3 (0/3)	Carvedilol increases levels/effect of digoxin	#1E61A5	31.1655931851236	2.9154543153413e-05
Spironolactone	Captopril	0.211	-Inf	Major	1 (0/1)	Increased risk of hyperkaliemia	#1E61A5	10.3885310617079	1
Propranolol	Maprotiline	0.272	-Inf	Minor	1 (0/1)	Propranolol increases the serum levels of cisapride	#1E61A5	10.3885310617079	1
Diclofenac	Warfarin	0.066	-Inf	Major	1 (0/1)	The NSAID increases the anticoagulant effect	#1E61A5	10.3885310617079	1
Prednisone	Warfarin	0.406	-Inf	Moderate	1 (0/1)	The corticosteroid alters the anticoagulant effect	#1E61A5	10.3885310617079	1
Prednisone	Phenobarbital	0.091	-Inf	Moderate	1 (0/1)	The barbiturate decreases the effect of the corticosteroid	#1E61A5	10.3885310617079	1
Simvastatin	Colchicine	0.785	-Inf	Major	3 (0/3)	Increased risk of rhabdomyolysis with this combination	#1E61A5	31.1655931851236	0.925324286148224
Warfarin	Acetylsalicylic acid	0.508	-Inf	Major	1 (0/1)	The salicylate increases the effect of anticoagulant	#1E61A5	10.3885310617079	1
Warfarin	Amiodarone	1	-Inf	Major	1 (0/1)	Increases the anticoagulant effect	#1E61A5	10.3885310617079	1
Ibuprofen	Carvedilol	0.146	-Inf	Moderate	1 (0/1)	Risk of inhibition of renal prostaglandins	#1E61A5	10.3885310617079	1
Phenobarbital	Dexamethasone	0.094	-Inf	Moderate	1 (0/1)	The barbiturate decreases the effect of the corticosteroid	#1E61A5	10.3885310617079	1
