drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Levothyroxine	Iron	0.206	2.12	Moderate	671 (526/145)	The serum concentration of Levothyroxine can be decreased when it is combined with Iron.	#F6B6B6	167.501678761236	1
Phenytoin	Omeprazole	0.394	-1.139	Moderate	718 (431/287)	The serum concentration of Omeprazole can be decreased when it is combined with Phenytoin.	#B4D1E6	179.234285172232	1
Alendronic acid	Naproxen	0.163	6.127	Moderate	643 (587/56)	The risk or severity of adverse effects can be increased when Naproxen is combined with Alendronic acid.	#EA9B9B	160.512040899367	1
Warfarin	Amiodarone	0.327	-1.357	Major	269 (150/119)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#B2D0E5	67.1504494586775	2.15987455401607e-31
Ibuprofen	Carvedilol	0.144	1.05	Moderate	1149 (738/411)	Ibuprofen may decrease the antihypertensive activities of Carvedilol.	#F9BCBC	286.824782260299	1
Simvastatin	Clarithromycin	0.075	1.144	Major	1038 (687/351)	The serum concentration of Simvastatin can be increased when it is combined with Clarithromycin.	#F9BCBC	259.115860736458	1
Norfloxacin	Acenocoumarol	0.096	1.509	None	1128 (813/315)	Norfloxacin may increase the anticoagulant activities of Acenocoumarol.	#F7B9B9	281.582553863897	1
Digoxin	Diazepam	0.25	1.674	Moderate	792 (587/205)		#F7B9B9	197.706899521459	1
Omeprazole	Itraconazole	0.082	1.305	Moderate	711 (491/220)	The serum concentration of Itraconazole can be decreased when it is combined with Omeprazole.	#F8BABA	177.486875706765	1
Galantamine	Sertraline	0.459	1.514	Moderate	377 (272/105)	The metabolism of Galantamine can be decreased when combined with Sertraline.	#F7B9B9	94.1104812116038	0.0611417197749904
Propafenone	Acenocoumarol	0.327	1.145	None	293 (194/99)	The serum concentration of Acenocoumarol can be increased when it is combined with Propafenone.	#F9BCBC	73.1415676259945	1.06984928388225e-06
Trimethoprim	Rifampicin	0.682	1.2	Moderate	58 (39/19)	The metabolism of Trimethoprim can be increased when combined with Rifampicin.	#F9BCBC	14.478535571016	4.5550699408688e-26
Sertraline	Carvedilol	0.424	1.443	Moderate	548 (390/158)	The metabolism of Carvedilol can be decreased when combined with Sertraline.	#F8BABA	136.797198153737	1
Fluoxetine	Acenocoumarol	0.333	1.465	None	547 (391/156)	The metabolism of Acenocoumarol can be decreased when combined with Fluoxetine.	#F8BABA	136.547568230099	1
Amikacin	Bumetanide	0.065	Inf	Major	2 (2/0)	The serum concentration of Amikacin can be increased when it is combined with Bumetanide.	#B32020	0.499259847276413	0.111438335063234
Omeprazole	Ketazolam	0.301	2.248	None	441 (350/91)		#F5B4B4	110.086796324449	1
Acetylsalicylic acid	Acenocoumarol	0.199	-1.975	None	3650 (1694/1956)	Acetylsalicylic acid may increase the anticoagulant activities of Acenocoumarol.	#AECDE3	911.149221279453	1
Ramipril	Spironolactone	0.371	-1.611	Major	598 (308/290)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#B1CFE5	149.278694335647	1
Bisoprolol	Insulin aspart	0.291	1.023	Moderate	517 (329/188)		#F9BCBC	129.058670520953	1
Gliclazide	Carvedilol	0.367	-1.337	None	506 (284/222)	Carvedilol may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	126.312741360932	1
Digoxin	Methimazole	0.336	2.388	Moderate	239 (192/47)	The serum concentration of Digoxin can be increased when it is combined with Methimazole.	#F5B4B4	59.6615517495313	1.85193911967461e-05
Salmeterol	Carvedilol	0.32	-2.051	Major	675 (307/368)	Carvedilol may decrease the vasoconstricting activities of Salmeterol.	#AECDE3	168.500198455789	1
Repaglinide	Carvedilol	0.358	-1.514	Moderate	409 (217/192)		#B1CFE5	102.098638768026	1
Propranolol	Sertraline	0.373	2.269	Moderate	332 (264/68)	The metabolism of Propranolol can be decreased when combined with Sertraline.	#F5B4B4	82.8771346478845	1
Diltiazem	Amiodarone	0.37	-1.072	Major	392 (241/151)	The risk or severity of bradycardia can be increased when Diltiazem is combined with Amiodarone.	#B4D1E6	97.8549300661769	1
Propranolol	Ibuprofen	0.184	1.636	Moderate	604 (445/159)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F7B9B9	150.776473877477	1
Tramadol	Escitalopram	0.234	2.714	Major	694 (571/123)	Escitalopram may increase the neuroexcitatory activities of Tramadol.	#F4B1B1	173.243167004915	1
Amiodarone	Levofloxacin	0.164	-1.599	Major	743 (384/359)	Levofloxacin may increase the QTc-prolonging activities of Amiodarone.	#B1CFE5	185.475033263187	1
Citalopram	Propranolol	0.37	2.092	Moderate	380 (297/83)	The metabolism of Propranolol can be decreased when combined with Citalopram.	#F6B6B6	94.8593709825184	1
Propranolol	Paroxetine	0.362	2.737	Moderate	250 (206/44)	The metabolism of Propranolol can be decreased when combined with Paroxetine.	#F4B1B1	62.4074809095516	1
Pentoxifylline	Acenocoumarol	0.323	-2.664	None	1051 (411/640)	Pentoxifylline may increase the anticoagulant activities of Acenocoumarol.	#A9C9E1	262.361049743755	1
Paroxetine	Carvedilol	0.379	1.754	Moderate	372 (279/93)	The metabolism of Carvedilol can be decreased when combined with Paroxetine.	#F7B7B7	92.8623315934128	1
Acetylsalicylic acid	Glipizide	0.365	-1.408	Moderate	381 (209/172)	Acetylsalicylic acid may increase the hypoglycemic activities of Glipizide.	#B2D0E5	95.1090009061566	1
Bisoprolol	Insulin detemir	0.32	-1.123	Moderate	487 (294/193)		#B4D1E6	121.569772811807	1
Phenytoin	Furosemide	0.391	-1.113	Minor	345 (209/136)	Phenytoin may decrease the diuretic activities of Furosemide.	#B4D1E6	86.1223236551812	1
Repaglinide	Gliclazide	0.241	-1.333	None	395 (222/173)	Repaglinide may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	98.6038198370915	1
Indomethacin	Methotrexate	0.343	1.2	Major	58 (39/19)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F9BCBC	14.478535571016	1.05529909138124e-18
Atenolol	Gliclazide	0.367	-1.155	None	449 (268/181)	Atenolol may increase the hypoglycemic activities of Gliclazide.	#B4D1E6	112.083835713555	1
Propranolol	Primidone	0.302	-2.091	Moderate	60 (27/33)	The metabolism of Propranolol can be increased when combined with Primidone.	#AECDE3	14.9777954182924	3.11342193019483e-32
Fluconazole	Simvastatin	0.085	1.1	Major	559 (365/194)	The serum concentration of Simvastatin can be increased when it is combined with Fluconazole.	#F9BCBC	139.543127313757	1
Formoterol	Carvedilol	0.262	-1.878	Major	493 (235/258)	Carvedilol may decrease the vasoconstricting activities of Formoterol.	#AFCEE4	123.067552353636	1
Citalopram	Clarithromycin	0.125	1.776	Major	428 (322/106)	Clarithromycin may increase the QTc-prolonging activities of Citalopram.	#F7B7B7	106.841607317152	1
Alprazolam	Clarithromycin	0.126	2.322	Moderate	358 (286/72)	The serum concentration of Alprazolam can be increased when it is combined with Clarithromycin.	#F5B4B4	89.3675126624779	1
Carvedilol	Insulin detemir	0.322	-1.286	Moderate	226 (129/97)		#B2D0E5	56.4163627422346	0.0254780635572909
Moxifloxacin	Acenocoumarol	0.104	-1.706	None	725 (363/362)		#B1CFE5	180.9816946377	1
Lidocaine	Bisoprolol	0.187	1.83	Moderate	380 (288/92)	The serum concentration of Lidocaine can be increased when it is combined with Bisoprolol.	#F7B7B7	94.8593709825184	1
Galantamine	Paroxetine	0.391	1.894	Moderate	212 (162/50)	The metabolism of Galantamine can be decreased when combined with Paroxetine.	#F7B7B7	52.9215438112997	1
Atenolol	Salbutamol	0.179	-1.07	Moderate	590 (363/227)	Atenolol may decrease the bronchodilatory activities of Salbutamol.	#B4D1E6	147.281654946542	1
Ceftazidime	Amikacin	1	-1.711	Moderate	2 (1/1)		#AFCEE4	0.499259847276413	0.0393902034128004
Carbamazepine	Simvastatin	0.355	-1.067	Moderate	341 (210/131)	The metabolism of Simvastatin can be increased when combined with Carbamazepine.	#B4D1E6	85.1238039606284	1
Omeprazole	Cilostazol	0.231	-3.072	Major	629 (225/404)	The serum concentration of Cilostazol can be increased when it is combined with Omeprazole.	#A8C8E1	157.017221968432	1
Methotrexate	Hydroxychloroquine	0.323	1.169	Minor	24 (16/8)		#F9BCBC	5.99111816731695	1.41994320788688e-15
Digoxin	Rabeprazole	0.241	1.3	Moderate	303 (209/94)		#F8BABA	75.6378668623765	1
Digoxin	Telmisartan	0.275	1.294	Moderate	315 (217/98)	The serum concentration of Digoxin can be increased when it is combined with Telmisartan.	#F8BABA	78.633425946035	1
Allopurinol	Warfarin	0.295	-2.221	Moderate	285 (124/161)	Allopurinol may increase the anticoagulant activities of Warfarin.	#ACCCE3	71.1445282368888	1
Tramadol	Fluoxetine	0.288	2.742	Major	404 (333/71)	Fluoxetine may increase the neuroexcitatory activities of Tramadol.	#F4B1B1	100.850489149835	1
Gemfibrozil	Acenocoumarol	0.301	-1.379	None	354 (196/158)	The metabolism of Acenocoumarol can be decreased when combined with Gemfibrozil.	#B2D0E5	88.3689929679251	1
Dextromethorphan	Paroxetine	0.132	3.008	Major	252 (211/41)	Paroxetine may increase the serotonergic activities of Dextromethorphan.	#F3AFAF	62.906740756828	1
Fentanyl	Amiodarone	0.26	1.923	Major	326 (250/76)	The serum concentration of Fentanyl can be increased when it is combined with Amiodarone.	#F7B7B7	81.3793551060553	1
Omeprazole	Flurazepam	0.295	1.667	Moderate	235 (174/61)		#F7B9B9	58.6630320549785	1
Lorazepam	Phenytoin	0.357	1.248	Moderate	232 (158/74)	The serum concentration of Phenytoin can be increased when it is combined with Lorazepam.	#F8BABA	57.9141422840639	1
Amitriptyline	Salbutamol	0.224	1.227	Moderate	344 (233/111)	The risk or severity of adverse effects can be increased when Amitriptyline is combined with Salbutamol.	#F9BCBC	85.872693731543	1
Fluoxetine	Risperidone	0.283	1.832	Moderate	248 (188/60)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#F7B7B7	61.9082210622752	1
Trimethoprim	Leucovorin	0.636	-1.996	Major	91 (42/49)		#AECDE3	22.7163230510768	1.3362654706827e-28
Bisoprolol	Glyburide	0.286	-1.433	Moderate	544 (296/248)	Bisoprolol may increase the hypoglycemic activities of Glyburide.	#B2D0E5	135.798678459184	1
Atenolol	Glyburide	0.327	-1.14	Moderate	260 (156/104)	Atenolol may increase the hypoglycemic activities of Glyburide.	#B4D1E6	64.9037801459337	1
Olanzapine	Donepezil	0.388	1.319	Moderate	127 (88/39)		#F8BABA	31.7030003020522	5.28370336922385e-06
Donepezil	Tolterodine	0.439	-1.036	Moderate	220 (137/83)	The therapeutic efficacy of Tolterodine can be decreased when used in combination with Donepezil.	#B4D1E6	54.9185832004054	1
Carvedilol	Insulin aspart	0.3	-1.14	Moderate	190 (114/76)		#B4D1E6	47.4296854912592	1
Sucralfate	Lansoprazole	0.273	1.25	Moderate	91 (62/29)		#F8BABA	22.7163230510768	6.14146038390496e-07
Venlafaxine	Metoclopramide	0.187	2.676	Moderate	251 (206/45)	The risk or severity of adverse effects can be increased when Metoclopramide is combined with Venlafaxine.	#F4B1B1	62.6571108331898	1
Acetylsalicylic acid	Dexamethasone	0.201	-2.238	Moderate	727 (315/412)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Dexamethasone.	#ACCCE3	181.480954484976	1
Pyridostigmine	Prednisone	0.342	-2.234	Moderate	113 (49/64)	The risk or severity of adverse effects can be increased when Prednisone is combined with Pyridostigmine.	#ACCCE3	28.2081813711173	2.0360946971403e-20
Ciprofloxacin	Iron	0.245	-1.331	Moderate	665 (374/291)		#B2D0E5	166.003899219407	1
Clarithromycin	Acenocoumarol	0.114	-1.153	None	529 (316/213)	The metabolism of Acenocoumarol can be decreased when combined with Clarithromycin.	#B4D1E6	132.054229604611	1
Ceftazidime	Tobramycin	1	Inf	Moderate	1 (1/0)		#B32020	0.249629923638206	1
Fenofibrate	Atorvastatin	0.417	-1.325	Major	236 (133/103)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Atorvastatin.	#B2D0E5	58.9126619786167	1
Methotrexate	Acetylsalicylic acid	0.27	1.217	Major	299 (202/97)	The serum concentration of Methotrexate can be increased when it is combined with Acetylsalicylic acid.	#F9BCBC	74.6393471678237	1
Sertraline	Clarithromycin	0.113	2.055	Moderate	289 (225/64)	The metabolism of Sertraline can be decreased when combined with Clarithromycin.	#F6B6B6	72.1430479314416	1
Fenofibrate	Acenocoumarol	0.298	-1.191	None	285 (168/117)	Fenofibrate may increase the anticoagulant activities of Acenocoumarol.	#B4D1E6	71.1445282368888	1
Escitalopram	Rasagiline	0.392	-1.18	Major	98 (58/40)	The risk or severity of adverse effects can be increased when Escitalopram is combined with Rasagiline.	#B4D1E6	24.4637325165442	2.17763277085416e-05
Carvedilol	Escitalopram	0.378	1.278	None	239 (164/75)		#F8BABA	59.6615517495313	1
Dextromethorphan	Memantine	0.132	2.243	Minor	208 (165/43)	The risk or severity of adverse effects can be increased when Dextromethorphan is combined with Memantine.	#F5B4B4	51.9230241167469	1
Triamcinolone	Acetylsalicylic acid	0.102	-1.059	Moderate	327 (202/125)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Triamcinolone.	#B4D1E6	81.6289850296935	1
Verapamil	Atorvastatin	0.389	-1.006	Moderate	243 (153/90)	Atorvastatin can cause a decrease in the absorption of Verapamil resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B4D1E6	60.6600714440841	1
Fluoxetine	Carvedilol	0.361	1.604	Moderate	161 (118/43)	The metabolism of Carvedilol can be decreased when combined with Fluoxetine.	#F7B9B9	40.1904177057512	1
Glyburide	Carvedilol	0.322	-1.552	Moderate	246 (129/117)	Carvedilol may increase the hypoglycemic activities of Glyburide.	#B1CFE5	61.4089612149988	1
Amikacin	Cefotaxime	0.167	Inf	Moderate	1 (1/0)		#B32020	0.249629923638206	1
Amitriptyline	Carbamazepine	0.368	1.249	Moderate	69 (47/22)	The metabolism of Amitriptyline can be increased when combined with Carbamazepine.	#F8BABA	17.2244647310362	3.08604855296122e-08
Simvastatin	Colchicine	0.166	-3.884	Major	569 (174/395)	Colchicine may increase the myopathic rhabdomyolysis activities of Simvastatin.	#A2C4DE	142.039426550139	1
Fluconazole	Alprazolam	0.174	2.294	Major	197 (157/40)	The metabolism of Alprazolam can be decreased when combined with Fluconazole.	#F5B4B4	49.1770949567267	1
Duloxetine	Ciprofloxacin	0.121	1.418	Major	274 (194/80)		#F8BABA	68.3985990768685	1
Diltiazem	Amlodipine	0.307	-1.116	Moderate	628 (380/248)	The metabolism of Amlodipine can be decreased when combined with Diltiazem.	#B4D1E6	156.767592044794	1
Indomethacin	Furosemide	0.192	-1.65	Moderate	442 (225/217)	The therapeutic efficacy of Furosemide can be decreased when used in combination with Indomethacin.	#B1CFE5	110.336426248087	1
Folic acid	Phenytoin	0.29	-1.363	Moderate	106 (59/47)	The serum concentration of Phenytoin can be decreased when it is combined with Folic Acid.	#B2D0E5	26.4607719056499	0.000153974603508828
Propranolol	Salbutamol	0.172	1.151	Major	288 (191/97)		#F9BCBC	71.8934180078034	1
Pravastatin	Fenofibrate	0.744	-1.147	Major	137 (82/55)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#B4D1E6	34.1992995384343	1
Acetylsalicylic acid	Insulin glulisine	0.201	-1.163	Moderate	173 (103/70)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Glulisine.	#B4D1E6	43.1859767894097	1
Sertraline	Rasagiline	0.453	-1.518	Major	151 (80/71)	The risk or severity of adverse effects can be increased when Sertraline is combined with Rasagiline.	#B1CFE5	37.6941184693692	1
Spironolactone	Irbesartan	0.291	-1.013	Major	250 (157/93)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Irbesartan.	#B4D1E6	62.4074809095516	1
Oxycodone	Sertraline	0.328	3.702	Moderate	132 (114/18)	The metabolism of Oxycodone can be decreased when combined with Sertraline.	#F1ABAB	32.9511499202432	1
Atorvastatin	Clarithromycin	0.113	-1.202	Major	361 (212/149)	The serum concentration of Atorvastatin can be increased when it is combined with Clarithromycin.	#B4D1E6	90.1164024333925	1
Phenytoin	Alprazolam	0.344	2.246	Moderate	92 (73/19)	The serum concentration of Phenytoin can be increased when it is combined with Alprazolam.	#F5B4B4	22.965952974715	1
