drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Spironolactone	Enalapril	0.306	1.015	Major	2470 (1714/756)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#F9BCBC	1122.75278983613	1
Donepezil	Quetiapine	0.372	1.027	Moderate	962 (670/292)		#F9BCBC	437.282665515125	1.2846321966531e-68
Trazodone	Donepezil	0.323	1.341	Moderate	775 (581/194)		#F6B6B6	352.280733653038	2.98569350133059e-55
Levothyroxine	Acenocoumarol	0.3	1.649	None	1419 (1116/303)	Levothyroxine may increase the anticoagulant activities of Acenocoumarol.	#F3AFAF	645.014659424078	1
Acetylsalicylic acid	Methylprednisolone	0.137	1.135	Moderate	1898 (1361/537)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Methylprednisolone.	#F8BABA	862.746880610923	1
Acetylsalicylic acid	Glyburide	0.327	-1.092	Moderate	1386 (931/455)	Acetylsalicylic acid may increase the hypoglycemic activities of Glyburide.	#B2D0E5	630.014318507239	1
Risperidone	Donepezil	0.295	1.316	Moderate	796 (594/202)		#F7B7B7	361.826405145571	9.87907457812385e-34
Trazodone	Rivastigmine	0.293	-1.014	Moderate	695 (478/217)		#B4D1E6	315.916270824337	4.72971536284074e-57
Torasemide	Ibuprofen	0.162	1.381	Moderate	2006 (1515/491)	The therapeutic efficacy of Torasemide can be decreased when used in combination with Ibuprofen.	#F6B6B6	911.838905429669	1
Digoxin	Levothyroxine	0.313	2.3	Moderate	1019 (853/166)		#EDA3A3	463.192345280575	1
Alendronic acid	Ibuprofen	0.185	4.148	Moderate	1160 (1047/113)	The risk or severity of adverse effects can be increased when Ibuprofen is combined with Alendronic acid.	#DD7E7E	527.284711016159	1
Digoxin	Carvedilol	0.295	1.172	Moderate	738 (534/204)	Digoxin may increase the bradycardic activities of Carvedilol.	#F7B9B9	335.462169594764	0.000196851676857327
Citalopram	Acenocoumarol	0.337	1.197	None	1381 (1005/376)	The metabolism of Acenocoumarol can be decreased when combined with Citalopram.	#F7B9B9	627.741539580445	1
Bisoprolol	Salbutamol	0.18	-1.098	Moderate	1824 (1223/601)	Bisoprolol may decrease the bronchodilatory activities of Salbutamol.	#B2D0E5	829.109752494375	1
Digoxin	Alprazolam	0.252	2.07	Moderate	1001 (823/178)		#F0A7A7	455.010341144117	1
Digoxin	Hydrochlorothiazide	0.285	1.813	Moderate	1520 (1219/301)	The risk or severity of adverse effects can be increased when Hydrochlorothiazide is combined with Digoxin.	#F2ACAC	690.924793745312	1
Prednisone	Acenocoumarol	0.172	-1.46	None	1809 (1094/715)		#ACCCE3	822.291415713994	1
Galantamine	Quetiapine	0.372	1.043	Moderate	463 (324/139)	Galantamine may increase the QTc-prolonging activities of Quetiapine.	#F9BCBC	210.459328621105	2.35961678389424e-38
Acetylsalicylic acid	Insulin detemir	0.335	1.11	Moderate	849 (605/244)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Detemir.	#F8BABA	385.917861769586	1
Tramadol	Citalopram	0.252	2.201	Major	1343 (1116/227)	Citalopram may increase the neuroexcitatory activities of Tramadol.	#EEA4A4	610.468419736812	1
Levofloxacin	Acenocoumarol	0.111	-1.625	None	2023 (1171/852)	Levofloxacin may increase the anticoagulant activities of Acenocoumarol.	#A9C9E1	919.566353780768	1
Galantamine	Risperidone	0.307	1.643	Moderate	383 (301/82)		#F3AFAF	174.094865792404	1.24828672032984e-19
Paroxetine	Risperidone	0.245	2.22	Moderate	715 (595/120)	The metabolism of Risperidone can be decreased when combined with Paroxetine.	#EEA4A4	325.007386531512	1
Acetylsalicylic acid	Ginkgo biloba	0.265	1.007	Moderate	926 (641/285)	Ginkgo biloba may increase the anticoagulant activities of Acetylsalicylic acid.	#F9BCBC	420.91865724221	1
Diltiazem	Simvastatin	0.449	-1.066	Major	975 (660/315)	The serum concentration of Simvastatin can be increased when it is combined with Diltiazem.	#B4D1E6	443.191890724789	1
Trazodone	Acenocoumarol	0.268	-1.173	None	1342 (880/462)		#B1CFE5	610.013863951453	1
Spironolactone	Losartan	0.319	1.391	Major	879 (665/214)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Losartan.	#F6B6B6	399.554535330348	1
Ciprofloxacin	Acenocoumarol	0.118	-1.689	None	1995 (1136/859)		#A8C8E1	906.838791790723	1
Hydrocortisone	Acetylsalicylic acid	0.151	1.292	Moderate	847 (629/218)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Hydrocortisone.	#F7B7B7	385.008750198868	1
Trazodone	Galantamine	0.313	-1.058	Moderate	361 (245/116)		#B4D1E6	164.094638514512	8.2744863870951e-27
Bisoprolol	Formoterol	0.276	-1.577	Moderate	923 (541/382)	Bisoprolol may decrease the bronchodilatory activities of Formoterol.	#A9C9E1	419.554989886134	1
Bisoprolol	Salmeterol	0.329	-1.741	Moderate	1112 (625/487)	Bisoprolol may decrease the bronchodilatory activities of Salmeterol.	#A6C7E0	505.466033318939	1
Acetaminophen	Warfarin	0.26	1.031	Minor	786 (548/238)	Acetaminophen may increase the anticoagulant activities of Warfarin.	#F9BCBC	357.280847291984	1
Bisoprolol	Ibuprofen	0.136	1.247	Moderate	1605 (1181/424)	Ibuprofen may decrease the antihypertensive activities of Bisoprolol.	#F7B7B7	729.562035500807	1
Omeprazole	Midazolam	0.275	1.189	Moderate	585 (425/160)		#F7B9B9	265.915134434873	1
Bisoprolol	Gliclazide	0.372	-1.1	None	691 (463/228)	Bisoprolol may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	314.098047682902	1
Bisoprolol	Repaglinide	0.361	-1.35	Moderate	616 (384/232)		#AECDE3	280.006363780995	1
Acetylsalicylic acid	Insulin aspart	0.252	-1.001	Moderate	630 (435/195)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Aspart.	#B4D1E6	286.370144776018	1
Salbutamol	Carvedilol	0.187	-1.05	Major	635 (432/203)	Carvedilol may decrease the vasoconstricting activities of Salbutamol.	#B4D1E6	288.642923702811	1
Digoxin	Amiodarone	0.333	1.009	Major	527 (365/162)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#F9BCBC	239.550898884066	1
Donepezil	Sertraline	0.471	1.538	Minor	346 (268/78)	The metabolism of Donepezil can be decreased when combined with Sertraline.	#F5B2B2	157.27630173413	0.143774288280528
Ibuprofen	Acenocoumarol	0.139	-1.117	None	1488 (992/496)	Ibuprofen may increase the anticoagulant activities of Acenocoumarol.	#B2D0E5	676.379008613832	1
Mirtazapine	Rivastigmine	0.335	1.826	Moderate	254 (204/50)		#F2ACAC	115.457169481125	7.90694036836538e-07
Simvastatin	Amiodarone	0.37	-1.213	Major	739 (479/260)	The serum concentration of Simvastatin can be increased when it is combined with Amiodarone.	#B1CFE5	335.916725380122	1
Levothyroxine	Iron	0.218	1.733	Moderate	492 (391/101)	The serum concentration of Levothyroxine can be decreased when it is combined with Iron.	#F2AEAE	223.641446396509	1
Mirtazapine	Donepezil	0.456	1.833	Moderate	270 (217/53)		#F2ACAC	122.730062046865	0.000930377954268795
Valproic acid	Acetylsalicylic acid	0.368	1.198	Moderate	397 (289/108)	The serum concentration of Valproic Acid can be increased when it is combined with Acetylsalicylic acid.	#F7B9B9	180.458646787427	1
Diclofenac	Alendronic acid	0.185	3.297	Moderate	435 (383/52)	The risk or severity of adverse effects can be increased when Diclofenac is combined with Alendronic acid.	#E59090	197.73176663106	1
Paroxetine	Acenocoumarol	0.348	1.287	None	589 (437/152)	Paroxetine may increase the anticoagulant activities of Acenocoumarol.	#F7B7B7	267.733357576309	1
Digoxin	Methimazole	0.291	4.05	Moderate	211 (190/21)	The serum concentration of Digoxin can be increased when it is combined with Methimazole.	#DE8080	95.911270710698	9.83483470758161e-05
Ranitidine	Acenocoumarol	0.298	-1.316	None	669 (421/248)		#AFCEE4	304.097820405009	1
Phenytoin	Omeprazole	0.359	-1.343	Moderate	466 (291/175)	The serum concentration of Omeprazole can be decreased when it is combined with Phenytoin.	#AECDE3	211.822995977181	1
Citalopram	Carvedilol	0.401	1.464	Moderate	427 (327/100)	The metabolism of Carvedilol can be decreased when combined with Citalopram.	#F5B4B4	194.09532034819	1
Omeprazole	Methotrexate	0.307	1.251	Major	315 (232/83)	The serum concentration of Methotrexate can be increased when it is combined with Omeprazole.	#F7B7B7	143.185072388009	1
Methimazole	Acenocoumarol	0.327	2.359	None	232 (195/37)	Methimazole may decrease the anticoagulant activities of Acenocoumarol.	#EDA1A1	105.456942203232	1
Diltiazem	Atorvastatin	0.47	-1.413	Moderate	431 (264/167)	The serum concentration of Diltiazem can be increased when it is combined with Atorvastatin.	#ACCCE3	195.913543489625	1
Haloperidol	Biperiden	0.385	1.621	Moderate	134 (105/29)		#F4B1B1	60.9104752380736	3.01273597387046e-15
Digoxin	Diazepam	0.234	2.248	Moderate	530 (442/88)		#EEA4A4	240.914566240142	1
Tramadol	Paroxetine	0.237	3.026	Major	551 (480/71)	Paroxetine may increase the neuroexcitatory activities of Tramadol.	#E79494	250.460237732676	1
Omeprazole	Itraconazole	0.083	1.303	Moderate	442 (329/113)	The serum concentration of Itraconazole can be decreased when it is combined with Omeprazole.	#F7B7B7	200.913657128571	1
Digoxin	Verapamil	0.322	1.507	Moderate	214 (165/49)	The metabolism of Digoxin can be decreased when combined with Verapamil.	#F5B2B2	97.2749380667742	0.0373217489960507
Azithromycin	Acenocoumarol	0.104	-1.364	None	923 (573/350)	The metabolism of Acenocoumarol can be decreased when combined with Azithromycin.	#AECDE3	419.554989886134	1
Ibuprofen	Carvedilol	0.142	1.061	Moderate	600 (422/178)	Ibuprofen may decrease the antihypertensive activities of Carvedilol.	#F9BCBC	272.733471215255	1
Amiodarone	Levofloxacin	0.156	-1.413	Major	591 (362/229)	Levofloxacin may increase the QTc-prolonging activities of Amiodarone.	#ACCCE3	268.642469147026	1
Citalopram	Clarithromycin	0.103	2.788	Major	318 (274/44)	Clarithromycin may increase the QTc-prolonging activities of Citalopram.	#E99999	144.548739744085	1
Salmeterol	Carvedilol	0.337	-1.943	Major	374 (200/174)	Carvedilol may decrease the vasoconstricting activities of Salmeterol.	#A3C5DF	170.003863724176	1
Acetylsalicylic acid	Glipizide	0.349	-1.075	Moderate	237 (160/77)	Acetylsalicylic acid may increase the hypoglycemic activities of Glipizide.	#B4D1E6	107.729721130026	1
Ramipril	Spironolactone	0.359	-1.388	Major	334 (206/128)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#AECDE3	151.821632309825	1
Mesalazine	Azathioprine	0.351	-1.117	Moderate	9 (6/3)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#B2D0E5	4.09100206822882	1.31228780525313e-07
Citalopram	Propranolol	0.371	2.75	Moderate	200 (172/28)	The metabolism of Propranolol can be decreased when combined with Citalopram.	#E99999	90.9111570717516	1
Mirtazapine	Galantamine	0.471	1.977	Moderate	130 (106/24)		#F0A9A9	59.0922520966386	0.0527070702361599
Ciprofloxacin	Iron	0.228	-1.322	Moderate	710 (446/264)		#AECDE3	322.734607604718	1
Simvastatin	Clarithromycin	0.069	1.441	Major	443 (338/105)	The serum concentration of Simvastatin can be increased when it is combined with Clarithromycin.	#F5B4B4	201.36821291393	1
Fentanyl	Amiodarone	0.295	1.848	Major	282 (227/55)	The serum concentration of Fentanyl can be increased when it is combined with Amiodarone.	#F2ACAC	128.18473147117	1
Norfloxacin	Acenocoumarol	0.111	1.21	None	600 (438/162)	Norfloxacin may increase the anticoagulant activities of Acenocoumarol.	#F7B9B9	272.733471215255	1
Gliclazide	Carvedilol	0.373	-1.239	None	241 (155/86)	Carvedilol may increase the hypoglycemic activities of Gliclazide.	#AFCEE4	109.547944271461	1
Atenolol	Ibuprofen	0.18	1.424	Moderate	439 (334/105)	Ibuprofen may decrease the antihypertensive activities of Atenolol.	#F5B4B4	199.549989772495	1
Acetylsalicylic acid	Dexamethasone	0.186	-1.595	Moderate	509 (297/212)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Dexamethasone.	#A9C9E1	231.368894747608	1
Lidocaine	Bisoprolol	0.172	1.658	Moderate	254 (200/54)	The serum concentration of Lidocaine can be increased when it is combined with Bisoprolol.	#F3AFAF	115.457169481125	1
Propranolol	Ibuprofen	0.181	1.815	Moderate	283 (227/56)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F2ACAC	128.639287256529	1
Indomethacin	Methotrexate	0.349	1.791	Major	20 (16/4)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F2AEAE	9.09111570717516	2.74284244157237e-08
Acetylsalicylic acid	Acenocoumarol	0.182	-1.617	None	1572 (912/660)	Acetylsalicylic acid may increase the anticoagulant activities of Acenocoumarol.	#A9C9E1	714.561694583968	1
Digoxin	Rabeprazole	0.232	1.603	Moderate	197 (154/43)		#F4B1B1	89.5474897156754	1
Alprazolam	Clarithromycin	0.134	2.271	Moderate	249 (208/41)	The serum concentration of Alprazolam can be increased when it is combined with Clarithromycin.	#EDA3A3	113.184390554331	1
Indomethacin	Furosemide	0.16	-1.134	Moderate	300 (199/101)	The therapeutic efficacy of Furosemide can be decreased when used in combination with Indomethacin.	#B2D0E5	136.366735607627	1
Galantamine	Sertraline	0.479	1.553	Moderate	143 (111/32)	The metabolism of Galantamine can be decreased when combined with Sertraline.	#F5B2B2	65.0014773063024	1
Omeprazole	Ketazolam	0.271	1.826	None	193 (155/38)		#F2ACAC	87.7292665742403	1
Phenytoin	Furosemide	0.361	-1.256	Minor	239 (153/86)	Phenytoin may decrease the diuretic activities of Furosemide.	#AFCEE4	108.638832700743	1
Sertraline	Carvedilol	0.431	1.161	Moderate	266 (192/74)	The metabolism of Carvedilol can be decreased when combined with Sertraline.	#F7B9B9	120.91183890543	1
Repaglinide	Carvedilol	0.41	-1.443	Moderate	186 (113/73)		#ACCCE3	84.547376076729	1
Tramadol	Escitalopram	0.284	2.396	Major	324 (273/51)	Escitalopram may increase the neuroexcitatory activities of Tramadol.	#EDA1A1	147.276074456238	1
Omeprazole	Cilostazol	0.25	-2.123	Major	275 (141/134)	The serum concentration of Cilostazol can be increased when it is combined with Omeprazole.	#9FC1DD	125.002840973658	1
Pentoxifylline	Acenocoumarol	0.328	-2.517	None	487 (229/258)	Pentoxifylline may increase the anticoagulant activities of Acenocoumarol.	#97BCD9	221.368667469715	1
Propranolol	Paroxetine	0.374	1.618	Moderate	120 (94/26)	The metabolism of Propranolol can be decreased when combined with Paroxetine.	#F4B1B1	54.546694243051	1
Formoterol	Carvedilol	0.261	-1.495	Major	232 (139/93)	Carvedilol may decrease the vasoconstricting activities of Formoterol.	#ABCBE2	105.456942203232	1
Levofloxacin	Iron	0.219	-1.347	Moderate	553 (345/208)	The serum concentration of Levofloxacin can be decreased when it is combined with Iron.	#AECDE3	251.369349303393	1
Paroxetine	Carvedilol	0.409	1.653	Moderate	183 (144/39)	The metabolism of Carvedilol can be decreased when combined with Paroxetine.	#F3AFAF	83.1837087206527	1
Repaglinide	Gliclazide	0.286	-1.312	None	173 (109/64)	Repaglinide may increase the hypoglycemic activities of Gliclazide.	#AFCEE4	78.6381508670652	1
Trimethoprim	Leucovorin	0.598	1.119	Major	56 (40/16)		#F8BABA	25.4551239800905	2.53126955949937e-07
Fluconazole	Simvastatin	0.093	1.19	Major	278 (202/76)	The serum concentration of Simvastatin can be increased when it is combined with Fluconazole.	#F7B9B9	126.366508329735	1
Sertraline	Clarithromycin	0.087	2.624	Moderate	199 (170/29)	The metabolism of Sertraline can be decreased when combined with Clarithromycin.	#EB9C9C	90.4566012863929	1
Propafenone	Acenocoumarol	0.314	1.289	None	97 (72/25)	The serum concentration of Acenocoumarol can be increased when it is combined with Propafenone.	#F7B7B7	44.0919111797995	1
Carbamazepine	Simvastatin	0.39	-1.096	Moderate	158 (106/52)	The metabolism of Simvastatin can be increased when combined with Carbamazepine.	#B2D0E5	71.8198140866838	1
Bisoprolol	Insulin detemir	0.353	-1.039	Moderate	211 (144/67)		#B4D1E6	95.911270710698	1
Propranolol	Sertraline	0.36	1.729	Moderate	141 (112/29)	The metabolism of Propranolol can be decreased when combined with Sertraline.	#F2AEAE	64.0923657355849	1
Trospium	Ketotifen	0.358	Inf	None	3 (3/0)		#B32020	1.36366735607627	0.141763793334565
Tramadol	Fluoxetine	0.289	3.922	Major	205 (184/21)	Fluoxetine may increase the neuroexcitatory activities of Tramadol.	#DF8383	93.1839359985454	1
Lorazepam	Phenytoin	0.376	1.134	Moderate	159 (114/45)	The serum concentration of Phenytoin can be increased when it is combined with Lorazepam.	#F8BABA	72.2743698720425	1
Digoxin	Telmisartan	0.243	1.981	Moderate	179 (146/33)	The serum concentration of Digoxin can be increased when it is combined with Telmisartan.	#F0A9A9	81.3654855792177	1
Trimethoprim	Rifampicin	0.594	-1.276	Moderate	33 (21/12)	The metabolism of Trimethoprim can be increased when combined with Rifampicin.	#AFCEE4	15.000340916839	1.50683691633293e-10
Atenolol	Salbutamol	0.182	-1.128	Moderate	316 (210/106)	Atenolol may decrease the bronchodilatory activities of Salbutamol.	#B2D0E5	143.639628173368	1
Diltiazem	Amiodarone	0.34	1.087	Major	168 (119/49)	The risk or severity of bradycardia can be increased when Diltiazem is combined with Amiodarone.	#F8BABA	76.3653719402714	1
Folic acid	Phenytoin	0.31	-1.019	Moderate	83 (57/26)	The serum concentration of Phenytoin can be decreased when it is combined with Folic Acid.	#B4D1E6	37.7281301847769	0.383234247410148
Fluoxetine	Risperidone	0.297	1.893	Moderate	183 (148/35)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#F1ABAB	83.1837087206527	1
Atenolol	Gliclazide	0.376	1.099	None	152 (108/44)	Atenolol may increase the hypoglycemic activities of Gliclazide.	#F8BABA	69.0924793745312	1
Moxifloxacin	Acenocoumarol	0.11	-1.444	None	377 (229/148)		#ACCCE3	171.367531080252	1
Furosemide	Gentamicin	0.145	1.919	Major	185 (150/35)	The serum concentration of Gentamicin can be increased when it is combined with Furosemide.	#F1ABAB	84.0928202913703	1
Fluoxetine	Acenocoumarol	0.281	1.561	None	184 (143/41)	The metabolism of Acenocoumarol can be decreased when combined with Fluoxetine.	#F4B1B1	83.6382645060115	1
Fluconazole	Fentanyl	0.29	1.56	Major	157 (122/35)	The serum concentration of Fentanyl can be increased when it is combined with Fluconazole.	#F4B1B1	71.365258301325	1
Amitriptyline	Salbutamol	0.174	1.967	Moderate	178 (145/33)	The risk or severity of adverse effects can be increased when Amitriptyline is combined with Salbutamol.	#F0A9A9	80.910929793859	1
Warfarin	Amiodarone	0.354	-1.718	Major	92 (52/40)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#A6C7E0	41.8191322530057	0.000277253127633232
Methotrexate	Hydroxychloroquine	0.382	1.119	Minor	7 (5/2)		#F8BABA	3.18189049751131	0.000158404769520312
Amitriptyline	Carbamazepine	0.374	1.393	Moderate	37 (28/9)	The metabolism of Amitriptyline can be increased when combined with Carbamazepine.	#F6B6B6	16.8185640582741	3.32465724537908e-06
Alendronic acid	Naproxen	0.182	3.24	Moderate	173 (152/21)	The risk or severity of adverse effects can be increased when Naproxen is combined with Alendronic acid.	#E59090	78.6381508670652	1
Phenytoin	Ciprofloxacin	0.118	-1.117	Moderate	126 (84/42)	The therapeutic efficacy of Phenytoin can be decreased when used in combination with Ciprofloxacin.	#B2D0E5	57.2740289552035	1
Bisoprolol	Insulin aspart	0.282	-1.034	Moderate	177 (121/56)		#B4D1E6	80.4563740085002	1
Omeprazole	Flurazepam	0.2	-1.042	Moderate	132 (90/42)		#B4D1E6	60.0013636673561	1
Diltiazem	Amlodipine	0.314	1.36	Moderate	327 (246/81)	The metabolism of Amlodipine can be decreased when combined with Diltiazem.	#F6B6B6	148.639741812314	1
Haloperidol	Propranolol	0.256	1.667	Moderate	137 (108/29)	The metabolism of Propranolol can be decreased when combined with Haloperidol.	#F3AFAF	62.2741425941499	1
Sumatriptan	Ergotamine	0.778	-1.117	Major	3 (2/1)	Ergotamine may increase the vasoconstricting activities of Sumatriptan.	#B2D0E5	1.36366735607627	0.0740846747850999
Fluconazole	Alprazolam	0.15	2.07	Major	135 (111/24)	The metabolism of Alprazolam can be decreased when combined with Fluconazole.	#F0A7A7	61.3650310234324	1
Carvedilol	Insulin detemir	0.336	1.129	Moderate	81 (58/23)		#F8BABA	36.8190186140594	1
Digoxin	Indapamide	0.248	1.949	Moderate	166 (135/31)	The risk or severity of adverse effects can be increased when Indapamide is combined with Digoxin.	#F1ABAB	75.4562603695539	1
Oxycodone	Sertraline	0.375	2.204	Moderate	77 (64/13)	The metabolism of Oxycodone can be decreased when combined with Sertraline.	#EEA4A4	35.0007954726244	1
Erythromycin	Alprazolam	0.125	4.421	Moderate	87 (79/8)	The serum concentration of Alprazolam can be increased when it is combined with Erythromycin.	#DA7878	39.546353326212	1
Dextromethorphan	Memantine	0.137	3.038	Minor	109 (95/14)	The risk or severity of adverse effects can be increased when Dextromethorphan is combined with Memantine.	#E79494	49.5465806041046	1
Gemfibrozil	Acenocoumarol	0.254	1.204	None	107 (78/29)	The metabolism of Acenocoumarol can be decreased when combined with Gemfibrozil.	#F7B9B9	48.6374690333871	1
Propranolol	Salbutamol	0.2	1.29	Major	163 (121/42)		#F7B7B7	74.0925930134776	1
Duloxetine	Ciprofloxacin	0.154	1.733	Major	151 (120/31)		#F2AEAE	68.6379235891725	1
Dextromethorphan	Paroxetine	0.107	2.791	Major	123 (106/17)	Paroxetine may increase the serotonergic activities of Dextromethorphan.	#E99999	55.9103615991273	1
Glyburide	Carvedilol	0.351	-1.183	Moderate	104 (68/36)	Carvedilol may increase the hypoglycemic activities of Glyburide.	#B1CFE5	47.2738016773108	1
Clarithromycin	Acenocoumarol	0.108	1.096	None	238 (169/69)	The metabolism of Acenocoumarol can be decreased when combined with Clarithromycin.	#F8BABA	108.184276915384	1
Spironolactone	Captopril	0.383	1.277	Major	131 (97/34)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Captopril.	#F7B7B7	59.5468078819973	1
Galantamine	Paroxetine	0.416	1.414	Moderate	79 (60/19)	The metabolism of Galantamine can be decreased when combined with Paroxetine.	#F5B4B4	35.9099070433419	1
Spironolactone	Tolevamer	0.266	1.002	Moderate	68 (47/21)		#F9BCBC	30.9097934043956	1
Moxifloxacin	Amiodarone	0.156	-1.152	Major	144 (95/49)	Moxifloxacin may increase the QTc-prolonging activities of Amiodarone.	#B2D0E5	65.4560330916612	1
Metoclopramide	Levodopa	0.125	1.452	Moderate	157 (120/37)	The therapeutic efficacy of Levodopa can be decreased when used in combination with Metoclopramide.	#F5B4B4	71.365258301325	1
Allopurinol	Warfarin	0.279	-2.317	Moderate	110 (54/56)	Allopurinol may increase the anticoagulant activities of Warfarin.	#9CBFDB	50.0011363894634	1
Spironolactone	Irbesartan	0.301	1.149	Major	132 (95/37)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Irbesartan.	#F8BABA	60.0013636673561	1
Fenofibrate	Acenocoumarol	0.289	1.019	None	95 (66/29)	Fenofibrate may increase the anticoagulant activities of Acenocoumarol.	#F9BCBC	43.182799609082	1
Phenytoin	Alprazolam	0.439	2.288	Moderate	55 (46/9)	The serum concentration of Phenytoin can be increased when it is combined with Alprazolam.	#EDA3A3	25.0005681947317	1
Olanzapine	Donepezil	0.35	1.418	Moderate	50 (38/12)		#F5B4B4	22.7277892679379	1
Carbamazepine	Atorvastatin	0.374	1.439	Moderate	59 (45/14)	The metabolism of Atorvastatin can be increased when combined with Carbamazepine.	#F5B4B4	26.8187913361667	1
Citalopram	Oxycodone	0.32	3.432	Moderate	78 (69/9)	The metabolism of Oxycodone can be decreased when combined with Citalopram.	#E38D8D	35.4553512579831	1
Acetylsalicylic acid	Insulin glulisine	0.163	1.05	Moderate	87 (61/26)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Glulisine.	#F9BCBC	39.546353326212	1
Clarithromycin	Quetiapine	0.138	1.638	Major	205 (161/44)	The serum concentration of Quetiapine can be increased when it is combined with Clarithromycin.	#F3AFAF	93.1839359985454	1
Carvedilol	Escitalopram	0.377	1.04	None	113 (79/34)		#F9BCBC	51.3648037455397	1
Triamcinolone	Acetylsalicylic acid	0.1	-1.299	Moderate	155 (98/57)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Triamcinolone.	#AFCEE4	70.4561467306075	1
Cloxacillin	Acenocoumarol	0.09	-1.436	None	230 (140/90)	Cloxacillin may decrease the anticoagulant activities of Acenocoumarol.	#ACCCE3	104.547830632514	1
Atenolol	Glyburide	0.339	-1.137	Moderate	86 (57/29)	Atenolol may increase the hypoglycemic activities of Glyburide.	#B2D0E5	39.0917975408532	1
Methotrexate	Acetylsalicylic acid	0.275	1.01	Major	114 (79/35)	The serum concentration of Methotrexate can be increased when it is combined with Acetylsalicylic acid.	#F9BCBC	51.8193595308984	1
Fluoxetine	Propranolol	0.351	8.282	Moderate	39 (37/2)	The metabolism of Propranolol can be decreased when combined with Fluoxetine.	#B82C2C	17.7276756289916	1
Erythromycin	Citalopram	0.086	3.313	Major	84 (74/10)	The metabolism of Citalopram can be decreased when combined with Erythromycin.	#E48E8E	38.1826859701357	1
Pravastatin	Fenofibrate	0.769	1.262	Major	42 (31/11)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#F7B7B7	19.0913429850678	1
