drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Tramadol	Paroxetine	0.187	4.874	Major	1989 (1680/309)	Paroxetine may increase the neuroexcitatory activities of Tramadol.	#F0A9A9	248.968888276933	1
Carbamazepine	Levetiracetam	0.492	-1.221	Moderate	155 (74/81)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#B4D1E6	19.401798734502	5.53378888758838e-88
Bisoprolol	Gliclazide	0.33	-2.536	None	2406 (735/1671)	Bisoprolol may increase the hypoglycemic activities of Gliclazide.	#ACCCE3	301.165985517496	1
Furosemide	Ibuprofen	0.195	1.08	Moderate	4042 (2209/1833)	The therapeutic efficacy of Furosemide can be decreased when used in combination with Ibuprofen.	#F9BCBC	505.948841837788	1
Diltiazem	Atorvastatin	0.467	-2.641	Moderate	1805 (536/1269)	The serum concentration of Diltiazem can be increased when it is combined with Atorvastatin.	#ACCCE3	225.937075585653	5.6608036947278e-36
Diltiazem	Simvastatin	0.424	-1.686	Major	2318 (923/1395)	The serum concentration of Simvastatin can be increased when it is combined with Diltiazem.	#B1CFE5	290.150770752101	1
Galantamine	Quetiapine	0.348	-1.167	Moderate	88 (43/45)	Galantamine may increase the QTc-prolonging activities of Quetiapine.	#B4D1E6	11.0152147653947	2.83823540297002e-69
Trazodone	Donepezil	0.325	1.239	Moderate	162 (94/68)		#F9BCBC	20.2780089999312	8.49468677523137e-86
Trazodone	Rivastigmine	0.284	-1.062	Moderate	162 (83/79)		#B4D1E6	20.2780089999312	2.04279357705277e-93
Omeprazole	Itraconazole	0.116	1.427	Moderate	1848 (1135/713)	The serum concentration of Itraconazole can be decreased when it is combined with Omeprazole.	#F8BABA	231.319510073289	1
Amitriptyline	Duloxetine	0.349	5.755	Major	460 (398/62)	Duloxetine may increase the serotonergic activities of Amitriptyline.	#EEA4A4	57.5795317281996	2.43507864170718e-19
Atenolol	Gliclazide	0.321	-1.513	None	1282 (544/738)	Atenolol may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	160.471651468591	1
Spironolactone	Enalapril	0.35	-2.147	Major	2030 (694/1336)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#AFCEE4	254.100976974446	1
Propranolol	Ibuprofen	0.155	1.555	Moderate	1742 (1105/637)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F8BABA	218.051183196791	1
Repaglinide	Gliclazide	0.24	-1.519	None	614 (260/354)	Repaglinide may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	76.8561575676403	5.79602097889157e-13
Fenofibrate	Atorvastatin	0.413	-3.12	Major	1872 (493/1379)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Atorvastatin.	#A9C9E1	234.32365955476	5.5182259694115e-05
Bisoprolol	Salbutamol	0.146	-1.69	Moderate	2661 (1058/1603)	Bisoprolol may decrease the bronchodilatory activities of Salbutamol.	#B1CFE5	333.085073758128	1
Levothyroxine	Raloxifene	0.289	31.188	Moderate	680 (661/19)	Raloxifene can cause a decrease in the absorption of Levothyroxine resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B32020	85.1175686416863	1
Carbamazepine	Simvastatin	0.347	1.194	Moderate	835 (477/358)	The metabolism of Simvastatin can be increased when combined with Carbamazepine.	#F9BCBC	104.519367376188	1
Bisoprolol	Insulin aspart	0.29	-1.895	Moderate	977 (362/615)		#B1CFE5	122.293918474893	0.796104460392294
Tacrolimus	Atorvastatin	0.351	-1.779	Moderate	872 (336/536)	The risk or severity of adverse effects can be increased when Tacrolimus is combined with Atorvastatin.	#B1CFE5	109.150764493457	1.26494324652889e-05
Acetaminophen	Warfarin	0.222	-1.451	Minor	1291 (561/730)	Acetaminophen may increase the anticoagulant activities of Warfarin.	#B2D0E5	161.598207524143	1
Alprazolam	Clarithromycin	0.108	3.134	Moderate	1025 (797/228)	The serum concentration of Alprazolam can be increased when it is combined with Clarithromycin.	#F4B1B1	128.302217437836	1
Acetylsalicylic acid	Insulin glulisine	0.261	-1.616	Moderate	453 (185/268)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Glulisine.	#B1CFE5	56.7033214627705	1.88211059747865e-20
Acetylsalicylic acid	Acenocoumarol	0.237	-3.169	None	2896 (754/2142)	Acetylsalicylic acid may increase the anticoagulant activities of Acenocoumarol.	#A9C9E1	362.500704097535	1
Simvastatin	Fenofibrate	0.375	-2.119	Major	2204 (760/1444)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Simvastatin.	#AFCEE4	275.881060715113	1
Propranolol	Primidone	0.228	-1.58	Moderate	87 (36/51)	The metabolism of Propranolol can be increased when combined with Primidone.	#B2D0E5	10.8900418703334	3.7078564642933e-61
Bisoprolol	Formoterol	0.221	-1.86	Moderate	1742 (653/1089)	Bisoprolol may decrease the bronchodilatory activities of Formoterol.	#B1CFE5	218.051183196791	1
Phenytoin	Lamotrigine	0.496	-1.487	Moderate	63 (27/36)	The serum concentration of Lamotrigine can be decreased when it is combined with Phenytoin.	#B2D0E5	7.88589238886212	1.81059844767187e-46
Propranolol	Paroxetine	0.323	2.735	Moderate	482 (363/119)	The metabolism of Propranolol can be decreased when combined with Paroxetine.	#F5B4B4	60.3333354195482	1
Fluconazole	Simvastatin	0.094	1.235	Major	1234 (715/519)	The serum concentration of Simvastatin can be increased when it is combined with Fluconazole.	#F9BCBC	154.463352505648	1
Omeprazole	Midazolam	0.244	1.357	Moderate	646 (389/257)		#F8BABA	80.861690209602	1
Valproic acid	Carbamazepine	0.545	-1.157	Moderate	110 (54/56)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#B4D1E6	13.7690184567434	1.91074287455897e-50
Digoxin	Propafenone	0.317	1.168	Moderate	99 (56/43)	The serum concentration of Digoxin can be increased when it is combined with Propafenone.	#F9BCBC	12.392116611069	1.13707431882894e-36
Methotrexate	Naproxen	0.212	1.56	Major	633 (402/231)	The serum concentration of Methotrexate can be increased when it is combined with Naproxen.	#F8BABA	79.2344425738051	1
Amitriptyline	Fluoxetine	0.328	5.292	Major	497 (425/72)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Amitriptyline.	#EFA6A6	62.2109288454678	1
Omeprazole	Flurazepam	0.249	1.659	Moderate	650 (422/228)		#F7B9B9	81.3623817898472	1
Tramadol	Escitalopram	0.204	3.279	Major	1006 (790/216)	Escitalopram may increase the neuroexcitatory activities of Tramadol.	#F4B1B1	125.923932431671	1
Prednisone	Acenocoumarol	0.163	-1.676	None	1384 (553/831)		#B1CFE5	173.239286764844	1
Lamotrigine	Carbamazepine	0.545	-1.167	Moderate	88 (43/45)	The risk or severity of adverse effects can be increased when Lamotrigine is combined with Carbamazepine.	#B4D1E6	11.0152147653947	5.7009468526216e-50
Cholestyramine	Ursodeoxycholic acid	0.317	1.204	None	82 (47/35)	The serum concentration of Ursodeoxycholic acid can be decreased when it is combined with Cholestyramine.	#F9BCBC	10.2641773950269	1.57827827023562e-43
Citalopram	Acenocoumarol	0.323	1.092	None	845 (464/381)	The metabolism of Acenocoumarol can be decreased when combined with Citalopram.	#F9BCBC	105.771096326801	1
Ibuprofen	Carvedilol	0.116	-1.419	Moderate	1727 (760/967)	Ibuprofen may decrease the antihypertensive activities of Carvedilol.	#B2D0E5	216.173589770871	1
Atenolol	Glyburide	0.323	-1.55	Moderate	717 (300/417)	Atenolol may increase the hypoglycemic activities of Glyburide.	#B2D0E5	89.7489657589546	1
Trimethoprim	Rifampicin	0.655	-2.028	Moderate	93 (33/60)	The metabolism of Trimethoprim can be increased when combined with Rifampicin.	#AFCEE4	11.6410792407012	1.19279849942036e-51
Carvedilol	Insulin aspart	0.292	-3.081	Moderate	474 (126/348)		#ABCBE2	59.3319522590578	1.30479243161821e-72
Bisoprolol	Glyburide	0.29	-2.093	Moderate	1024 (356/668)	Bisoprolol may increase the hypoglycemic activities of Glyburide.	#AFCEE4	128.177044542775	1
Diltiazem	Amiodarone	0.347	-2.551	Major	332 (101/231)	The risk or severity of bradycardia can be increased when Diltiazem is combined with Amiodarone.	#ACCCE3	41.5574011603527	4.86548081212564e-50
Ibuprofen	Acenocoumarol	0.12	-1.584	None	2710 (1120/1590)	Ibuprofen may increase the anticoagulant activities of Acenocoumarol.	#B2D0E5	339.218545616132	1
Sucralfate	Lansoprazole	0.258	2.628	Moderate	173 (129/44)		#F5B4B4	21.6549108456055	1.63354642089712e-12
Levofloxacin	Acenocoumarol	0.1	-1.974	None	1069 (386/683)	Levofloxacin may increase the anticoagulant activities of Acenocoumarol.	#AFCEE4	133.809824820533	1
Simvastatin	Amiodarone	0.299	-2.289	Major	1456 (477/979)	The serum concentration of Simvastatin can be increased when it is combined with Amiodarone.	#AECDE3	182.251735209258	1
Atenolol	Salbutamol	0.143	-1.224	Moderate	1384 (660/724)	Atenolol may decrease the bronchodilatory activities of Salbutamol.	#B4D1E6	173.239286764844	1
Spironolactone	Losartan	0.352	-1.617	Major	735 (300/435)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Losartan.	#B1CFE5	92.002077870058	1
Ranitidine	Acenocoumarol	0.274	-1.478	None	802 (345/457)		#B2D0E5	100.388661839165	1
Citalopram	Propranolol	0.296	2.165	Moderate	444 (314/130)	The metabolism of Propranolol can be decreased when combined with Citalopram.	#F7B7B7	55.5767654072187	1
Fluvoxamine	Olanzapine	0.505	1.025	Moderate	60 (32/28)	The metabolism of Olanzapine can be decreased when combined with Fluvoxamine.	#F9BCBC	7.51037370367821	6.27587164851969e-35
Propranolol	Rizatriptan	0.277	3.157	Moderate	104 (81/23)	The serum concentration of Rizatriptan can be increased when it is combined with Propranolol.	#F4B1B1	13.0179810863756	4.20738331792719e-22
Bisoprolol	Repaglinide	0.341	-2.541	Moderate	895 (273/622)		#ACCCE3	112.029741079867	1
Fluoxetine	Acenocoumarol	0.275	1.502	None	511 (320/191)	The metabolism of Acenocoumarol can be decreased when combined with Fluoxetine.	#F8BABA	63.9633493763261	1
Paroxetine	Acenocoumarol	0.309	1.415	None	660 (404/256)	Paroxetine may increase the anticoagulant activities of Acenocoumarol.	#F8BABA	82.6141107404603	1
Amitriptyline	Salbutamol	0.178	2.734	Moderate	737 (555/182)	The risk or severity of adverse effects can be increased when Amitriptyline is combined with Salbutamol.	#F5B4B4	92.2524236601806	1
Raloxifene	Estriol	0.237	27.119	None	125 (121/4)		#BC3434	15.6466118826629	2.13626554065107e-28
Simvastatin	Gemfibrozil	0.233	-2.176	Major	1812 (614/1198)	The risk or severity of rhabdomyolysis. myoglobinuria. and elevated creatine kinase (CPK) can be increased when Gemfibrozil is combined with Simvastatin.	#AFCEE4	226.813285851082	1
Acetylsalicylic acid	Glipizide	0.362	-2.156	Moderate	349 (119/230)	Acetylsalicylic acid may increase the hypoglycemic activities of Glipizide.	#AFCEE4	43.6853403763949	2.05993494082179e-20
Digoxin	Levothyroxine	0.329	1.952	Moderate	467 (320/147)		#F7B7B7	58.4557419936287	1
Metformin	Glucosamine	0.177	1.107	None	1142 (631/511)		#F9BCBC	142.947446160009	1
Valproic acid	Acetylsalicylic acid	0.375	-1.9	Moderate	646 (239/407)	The serum concentration of Valproic Acid can be increased when it is combined with Acetylsalicylic acid.	#B1CFE5	80.861690209602	1
Levothyroxine	Iron	0.163	5.642	Moderate	423 (365/58)	The serum concentration of Levothyroxine can be decreased when it is combined with Iron.	#EEA4A4	52.9481346109313	1
Omeprazole	Halazepam	0.248	2.021	Moderate	423 (293/130)		#F7B7B7	52.9481346109313	1
Mesalazine	Mercaptopurine	0.288	-1.275	Moderate	15 (7/8)	The metabolism of Mercaptopurine can be decreased when combined with Mesalazine.	#B4D1E6	1.87759342591955	2.73648506318779e-15
Atorvastatin	Clarithromycin	0.087	-1.219	Major	1258 (601/657)	The serum concentration of Atorvastatin can be increased when it is combined with Clarithromycin.	#B4D1E6	157.46750198712	1
Cyclosporine	Allopurinol	0.336	-3.69	Moderate	168 (39/129)		#A8C8E1	21.029046370299	4.08091971773351e-33
Carbamazepine	Atorvastatin	0.347	-1.207	Moderate	406 (195/211)	The metabolism of Atorvastatin can be increased when combined with Carbamazepine.	#B4D1E6	50.8201953948892	1
Acetylsalicylic acid	Ginkgo biloba	0.228	-1.105	Moderate	621 (312/309)	Ginkgo biloba may increase the anticoagulant activities of Acetylsalicylic acid.	#B4D1E6	77.7323678330694	1
Cyclosporine	Omeprazole	0.381	-1.736	Moderate	565 (221/344)	The serum concentration of Cyclosporine can be increased when it is combined with Omeprazole.	#B1CFE5	70.7226857096364	1
Indomethacin	Alendronic acid	0.223	6.859	Moderate	372 (329/43)	The risk or severity of adverse effects can be increased when Indomethacin is combined with Alendronic acid.	#EB9E9E	46.5643169628049	1
Phenytoin	Omeprazole	0.32	-1.558	Moderate	676 (282/394)	The serum concentration of Omeprazole can be decreased when it is combined with Phenytoin.	#B2D0E5	84.6168770614411	1
Hydrocortisone	Acetylsalicylic acid	0.158	-1.487	Moderate	1029 (441/588)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Hydrocortisone.	#B2D0E5	128.802909018081	1
Fluoxetine	Propranolol	0.341	3.758	Moderate	270 (218/52)	The metabolism of Propranolol can be decreased when combined with Fluoxetine.	#F2AEAE	33.7966816665519	1
Propranolol	Escitalopram	0.309	2.103	None	271 (190/81)		#F7B7B7	33.9218545616132	1
Propranolol	Sertraline	0.335	2.095	Moderate	317 (222/95)	The metabolism of Propranolol can be decreased when combined with Sertraline.	#F7B7B7	39.6798077344332	1
Methotrexate	Amoxicillin	0.107	1.29	Major	834 (492/342)	The serum concentration of Methotrexate can be increased when it is combined with Amoxicillin.	#F9BCBC	104.394194481127	1
Fluvoxamine	Clomipramine	0.423	2.113	Major	47 (33/14)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Clomipramine.	#F7B7B7	5.88312606788126	6.4838978716965e-22
Simvastatin	Itraconazole	0.076	1.14	Major	861 (482/379)	The serum concentration of Simvastatin can be increased when it is combined with Itraconazole.	#F9BCBC	107.773862647782	1
Bisoprolol	Salmeterol	0.273	-2.66	Moderate	1337 (395/942)	Bisoprolol may decrease the bronchodilatory activities of Salmeterol.	#ACCCE3	167.356160696963	1
Digoxin	Hydrochlorothiazide	0.295	-1.062	Moderate	656 (336/320)	The risk or severity of adverse effects can be increased when Hydrochlorothiazide is combined with Digoxin.	#B4D1E6	82.113419160215	1
Verapamil	Atorvastatin	0.4	-1.387	Moderate	451 (201/250)	Atorvastatin can cause a decrease in the absorption of Verapamil resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B2D0E5	56.4529756726478	1
Gliclazide	Carvedilol	0.315	-2.789	None	574 (164/410)	Carvedilol may increase the hypoglycemic activities of Gliclazide.	#ACCCE3	71.8492417651882	1
Cyclosporine	Ursodeoxycholic acid	0.421	-2.008	Minor	56 (20/36)		#AFCEE4	7.00968212343299	1.70460043143309e-37
Ranolazine	Diltiazem	0.454	-1.115	Major	52 (26/26)	The serum concentration of Ranolazine can be increased when it is combined with Diltiazem.	#B4D1E6	6.50899054318778	1.86350805002772e-10
Atorvastatin	Gemfibrozil	0.28	-2.796	Major	1059 (302/757)	The risk or severity of adverse effects can be increased when Gemfibrozil is combined with Atorvastatin.	#ACCCE3	132.55809586992	1
Fluoxetine	Clomipramine	0.414	2.266	Major	194 (139/55)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Clomipramine.	#F6B6B6	24.2835416418929	6.98573302290139e-10
Citalopram	Clarithromycin	0.112	3.396	Major	541 (428/113)	Clarithromycin may increase the QTc-prolonging activities of Citalopram.	#F4B1B1	67.7185362281651	1
Venlafaxine	Metoclopramide	0.154	3.699	Moderate	405 (326/79)	The risk or severity of adverse effects can be increased when Metoclopramide is combined with Venlafaxine.	#F3AFAF	50.6950224998279	1
Dextromethorphan	Paroxetine	0.112	4.108	Major	441 (362/79)	Paroxetine may increase the serotonergic activities of Dextromethorphan.	#F2ACAC	55.2012467220348	1
Methotrexate	Acetylsalicylic acid	0.27	-1.479	Major	628 (270/358)	The serum concentration of Methotrexate can be increased when it is combined with Acetylsalicylic acid.	#B2D0E5	78.6085780984986	1
Donepezil	Sertraline	0.385	1.746	Minor	112 (74/38)	The metabolism of Donepezil can be decreased when combined with Sertraline.	#F7B9B9	14.019364246866	8.18740336642976e-16
Erythromycin	Simvastatin	0.071	1.547	Major	635 (402/233)	The serum concentration of Simvastatin can be increased when it is combined with Erythromycin.	#F8BABA	79.4847883639277	1
Azithromycin	Acenocoumarol	0.092	-1.461	None	963 (417/546)	The metabolism of Acenocoumarol can be decreased when combined with Azithromycin.	#B2D0E5	120.541497944035	1
Ciprofloxacin	Acenocoumarol	0.096	-2.813	None	1229 (349/880)		#ABCBE2	153.837488030342	1
Ramipril	Spironolactone	0.368	-2.571	Major	423 (128/295)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#ACCCE3	52.9481346109313	0.00339995466358974
Digoxin	Alprazolam	0.25	1.229	Moderate	403 (233/170)		#F9BCBC	50.4446767097053	1
Citalopram	Carvedilol	0.364	-1.201	Moderate	432 (208/224)	The metabolism of Carvedilol can be decreased when combined with Citalopram.	#B4D1E6	54.0746906664831	1
Repaglinide	Glyburide	0.197	-1.963	None	287 (104/183)	Repaglinide may increase the hypoglycemic activities of Glyburide.	#AFCEE4	35.9246208825941	0.173789752002205
Amitriptyline	Carbamazepine	0.394	1.557	Moderate	156 (99/57)	The metabolism of Amitriptyline can be increased when combined with Carbamazepine.	#F8BABA	19.5269716295633	4.75012387948154e-09
Methotrexate	Ibuprofen	0.175	1.722	Major	666 (438/228)	The serum concentration of Methotrexate can be increased when it is combined with Ibuprofen.	#F7B9B9	83.3651481108281	1
Paroxetine	Carvedilol	0.355	1.23	Moderate	351 (203/148)	The metabolism of Carvedilol can be decreased when combined with Paroxetine.	#F9BCBC	43.9356861665175	1
Mirtazapine	Rivastigmine	0.303	1.134	Moderate	77 (43/34)		#F9BCBC	9.63831291972036	6.95887282386953e-19
Fluconazole	Alprazolam	0.15	1.924	Major	387 (264/123)	The metabolism of Alprazolam can be decreased when combined with Fluconazole.	#F7B7B7	48.4419103887244	1
Salbutamol	Carvedilol	0.143	-2.421	Major	780 (246/534)	Carvedilol may decrease the vasoconstricting activities of Salbutamol.	#AECDE3	97.6348581478167	1
Sertraline	Clarithromycin	0.118	3.658	Moderate	381 (306/75)	The metabolism of Sertraline can be decreased when combined with Clarithromycin.	#F3AFAF	47.6908730183566	1
Fluoxetine	Dextromethorphan	0.121	4.35	Major	316 (262/54)	Fluoxetine may increase the serotonergic activities of Dextromethorphan.	#F1ABAB	39.5546348393719	1
Bisoprolol	Insulin detemir	0.282	-1.943	Moderate	403 (147/256)		#AFCEE4	50.4446767097053	1
Atenolol	Repaglinide	0.295	-1.64	Moderate	410 (166/244)		#B1CFE5	51.3208869751344	1
Cyclosporine	Carvedilol	0.445	-2.632	Moderate	84 (25/59)	The serum concentration of Cyclosporine can be increased when it is combined with Carvedilol.	#ACCCE3	10.5145231851495	2.98402326549364e-28
Carvedilol	Insulin detemir	0.319	-2.696	Moderate	205 (60/145)		#ACCCE3	25.6604434875672	2.85743523123852e-23
Topiramate	Carbamazepine	0.455	1.345	Moderate	65 (39/26)	The serum concentration of Topiramate can be decreased when it is combined with Carbamazepine.	#F8BABA	8.13623817898472	3.59380844516938e-17
Acetylsalicylic acid	Methylprednisolone	0.179	-2.159	Moderate	863 (294/569)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Methylprednisolone.	#AFCEE4	108.024208437905	1
Simvastatin	Colchicine	0.152	-6.388	Major	1352 (201/1151)	Colchicine may increase the myopathic rhabdomyolysis activities of Simvastatin.	#9ABEDB	169.233754122882	1
Methimazole	Acenocoumarol	0.233	-1.412	None	145 (64/81)	Methimazole may decrease the anticoagulant activities of Acenocoumarol.	#B2D0E5	18.150069783889	1.85324138261013e-12
Pyridostigmine	Prednisone	0.357	-2.138	Moderate	140 (48/92)	The risk or severity of adverse effects can be increased when Prednisone is combined with Pyridostigmine.	#AFCEE4	17.5242053085825	1.56636423288053e-34
Atenolol	Formoterol	0.188	-1.34	Moderate	667 (303/364)	Atenolol may decrease the bronchodilatory activities of Formoterol.	#B2D0E5	83.4903210058894	1
Enalapril	Tizanidine	0.136	1.019	Major	421 (224/197)	The risk or severity of hypotension can be increased when Tizanidine is combined with Enalapril.	#F9BCBC	52.6977888208087	1
Haloperidol	Lithium cation	0.406	-1.797	Major	47 (18/29)	Lithium may increase the neurotoxic activities of Haloperidol.	#B1CFE5	5.88312606788126	1.3177186030172e-22
