drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Galantamine	Risperidone	0.366	1.129	Moderate	9 (5/4)		#F9BCBC	0.939960542545225	8.36190934610334e-09
Fluoxetine	Propranolol	0.3	2.88	Moderate	335 (255/80)	The metabolism of Propranolol can be decreased when combined with Fluoxetine.	#F2AEAE	34.9874201947389	1
Diltiazem	Simvastatin	0.428	-2.295	Major	504 (164/340)	The serum concentration of Simvastatin can be increased when it is combined with Diltiazem.	#ABCBE2	52.6377903825326	3.28062232345669e-11
Propranolol	Primidone	0.288	-1.199	Moderate	25 (12/13)	The metabolism of Propranolol can be increased when combined with Primidone.	#B4D1E6	2.61100150707007	4.13821626639893e-21
Bisoprolol	Gliclazide	0.341	-3.513	None	601 (144/457)	Bisoprolol may increase the hypoglycemic activities of Gliclazide.	#A2C4DE	62.7684762299645	1.12950832673863e-14
Warfarin	Propafenone	0.371	-1.845	Moderate	16 (6/10)	The serum concentration of Warfarin can be increased when it is combined with Propafenone.	#AECDE3	1.67104096452484	2.15747106119951e-15
Haloperidol	Carbamazepine	0.4	-1.542	Moderate	67 (28/39)	The metabolism of Haloperidol can be increased when combined with Carbamazepine.	#B1CFE5	6.99748403894779	3.51379453087863e-33
Methotrexate	Amoxicillin	0.116	1.89	Major	773 (523/250)	The serum concentration of Methotrexate can be increased when it is combined with Amoxicillin.	#F6B6B6	80.7321665986066	1
Citalopram	Propranolol	0.29	2.083	Moderate	400 (279/121)	The metabolism of Propranolol can be decreased when combined with Citalopram.	#F5B4B4	41.7760241131211	1
Rizatriptan	Escitalopram	0.209	8.482	Major	187 (169/18)	The risk or severity of adverse effects can be increased when Rizatriptan is combined with Escitalopram.	#DF8181	19.5302912728841	0.471177944911124
Venlafaxine	Metoclopramide	0.126	3.153	Moderate	458 (356/102)	The risk or severity of adverse effects can be increased when Metoclopramide is combined with Venlafaxine.	#F2ACAC	47.8335476095237	1
Fluconazole	Alprazolam	0.175	2.546	Major	588 (434/154)	The metabolism of Alprazolam can be decreased when combined with Fluconazole.	#F4B1B1	61.410755446288	1
Phenytoin	Omeprazole	0.319	-1.655	Moderate	484 (194/290)	The serum concentration of Omeprazole can be decreased when it is combined with Phenytoin.	#AFCEE4	50.5489891768766	1
Atenolol	Gliclazide	0.311	-2.163	None	387 (131/256)	Atenolol may increase the hypoglycemic activities of Gliclazide.	#ACCCE3	40.4183033294447	0.0685696381127744
Methotrexate	Ibuprofen	0.182	2.021	Major	777 (537/240)	The serum concentration of Methotrexate can be increased when it is combined with Ibuprofen.	#F5B4B4	81.1499268397378	1
Fluconazole	Simvastatin	0.107	1.235	Major	741 (428/313)	The serum concentration of Simvastatin can be increased when it is combined with Fluconazole.	#F8BABA	77.3900846695569	1
Propranolol	Sertraline	0.306	2.063	Moderate	266 (185/81)	The metabolism of Propranolol can be decreased when combined with Sertraline.	#F5B4B4	27.7810560352255	1
Clozapine	Haloperidol	0.252	-2.878	Major	18 (5/13)	Clozapine may increase the QTc-prolonging activities of Haloperidol.	#A6C7E0	1.87992108509045	1.30052261599195e-20
Ibuprofen	Lithium cation	0.142	1.543	Moderate	547 (345/202)	The serum concentration of Lithium can be increased when it is combined with Ibuprofen.	#F7B9B9	57.1287129746931	1
Bisoprolol	Salbutamol	0.161	-1.408	Moderate	877 (386/491)	Bisoprolol may decrease the bronchodilatory activities of Salbutamol.	#B1CFE5	91.5939328680181	1
Sumatriptan	Ergotamine	0.327	3.097	Major	62 (48/14)	Ergotamine may increase the vasoconstricting activities of Sumatriptan.	#F2ACAC	6.47528373753377	2.21338179566025e-20
Cyclosporine	Omeprazole	0.369	-1.558	Moderate	390 (162/228)	The serum concentration of Cyclosporine can be increased when it is combined with Omeprazole.	#B1CFE5	40.7316235102931	1
Levothyroxine	Raloxifene	0.319	63.538	Moderate	214 (211/3)	Raloxifene can cause a decrease in the absorption of Levothyroxine resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B32020	22.3501729005198	1
Fluoxetine	Risperidone	0.386	-1.081	Moderate	253 (128/125)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#B4D1E6	26.4233352515491	6.19738230602304e-08
Carbamazepine	Atorvastatin	0.342	-1.45	Moderate	231 (100/131)	The metabolism of Atorvastatin can be increased when combined with Carbamazepine.	#B1CFE5	24.1256539253274	0.204274819873052
Atorvastatin	Gemfibrozil	0.3	-4.559	Major	778 (152/626)	The risk or severity of adverse effects can be increased when Gemfibrozil is combined with Atorvastatin.	#9ABEDB	81.2543669000206	1
Raloxifene	Estriol	0.323	Inf	None	44 (44/0)		#B32020	4.59536265244332	7.46230745837303e-18
Acetaminophen	Warfarin	0.222	-1.552	Minor	394 (164/230)	Acetaminophen may increase the anticoagulant activities of Warfarin.	#B1CFE5	41.1493837514243	1
Allopurinol	Acenocoumarol	0.324	-9.567	None	405 (42/363)	Allopurinol may increase the anticoagulant activities of Acenocoumarol.	#74A1CA	42.2982244145351	1.6134578572641e-60
Citalopram	Clarithromycin	0.14	3.413	Major	559 (442/117)	Clarithromycin may increase the QTc-prolonging activities of Citalopram.	#F0A9A9	58.3819936980868	1
Zolmitriptan	Ergotamine	0.316	3.822	Major	68 (55/13)	Ergotamine may increase the vasoconstricting activities of Zolmitriptan.	#EFA6A6	7.10192409923059	2.41375556786872e-17
Spironolactone	Losartan	0.409	-1.448	Major	180 (78/102)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Losartan.	#B1CFE5	18.7992108509045	0.350025106129192
Omeprazole	Halazepam	0.248	2.357	Moderate	249 (180/69)		#F5B2B2	26.0055750104179	1
Atenolol	Salbutamol	0.15	-1.049	Moderate	664 (341/323)	Atenolol may decrease the bronchodilatory activities of Salbutamol.	#B4D1E6	69.3482000277811	1
Paroxetine	Risperidone	0.372	1.008	Moderate	256 (135/121)	The metabolism of Risperidone can be decreased when combined with Paroxetine.	#F9BCBC	26.7366554323975	1
Bisoprolol	Insulin aspart	0.274	-2.935	Moderate	314 (86/228)		#A6C7E0	32.7941789288001	3.49638262586577e-09
Pyridostigmine	Prednisone	0.433	1.287	Moderate	80 (47/33)	The risk or severity of adverse effects can be increased when Prednisone is combined with Pyridostigmine.	#F8BABA	8.35520482262422	1.38879533363518e-20
Fluoxetine	Clarithromycin	0.137	6.613	Moderate	416 (366/50)	Clarithromycin may increase the QTc-prolonging activities of Fluoxetine.	#E59090	43.447065077646	1
Amitriptyline	Carbamazepine	0.359	2.151	Moderate	142 (100/42)	The metabolism of Amitriptyline can be increased when combined with Carbamazepine.	#F5B4B4	14.830488560158	0.0158886638628726
Paroxetine	Rizatriptan	0.243	8.402	Major	206 (186/20)	The risk or severity of adverse effects can be increased when Paroxetine is combined with Rizatriptan.	#DF8383	21.5146524182574	1
Citalopram	Acenocoumarol	0.29	-1.14	None	274 (135/139)	The metabolism of Acenocoumarol can be decreased when combined with Citalopram.	#B4D1E6	28.616576517488	1
Valproic acid	Acetylsalicylic acid	0.368	-2.29	Moderate	356 (116/240)	The serum concentration of Valproic Acid can be increased when it is combined with Acetylsalicylic acid.	#ABCBE2	37.1806614606778	1
Citalopram	Zolmitriptan	0.227	10.615	Major	204 (188/16)	The risk or severity of adverse effects can be increased when Citalopram is combined with Zolmitriptan.	#D77272	21.3057722976918	1
Citalopram	Rizatriptan	0.224	4.889	Major	218 (184/34)	The risk or severity of adverse effects can be increased when Citalopram is combined with Rizatriptan.	#EB9E9E	22.767933141651	1
Zolmitriptan	Paroxetine	0.2	7.391	Major	202 (180/22)	The risk or severity of adverse effects can be increased when Zolmitriptan is combined with Paroxetine.	#E38B8B	21.0968921771262	1
Acetylsalicylic acid	Glipizide	0.378	-1.925	Moderate	63 (23/40)	Acetylsalicylic acid may increase the hypoglycemic activities of Glipizide.	#AECDE3	6.57972379781658	4.66576070730135e-15
Donepezil	Quetiapine	0.428	1.004	Moderate	19 (10/9)		#F9BCBC	1.98436114537325	1.67985582849447e-12
Fluoxetine	Rizatriptan	0.235	9.335	Major	170 (155/15)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Rizatriptan.	#DC7B7B	17.7548102480765	1
Fluoxetine	Dextromethorphan	0.123	6.499	Major	295 (259/36)	Fluoxetine may increase the serotonergic activities of Dextromethorphan.	#E69191	30.8098177834268	1
Colestipol	Ursodeoxycholic acid	0.17	1.581	None	11 (7/4)	The serum concentration of Ursodeoxycholic acid can be decreased when it is combined with Colestipol.	#F7B9B9	1.14884066311083	9.69138971983222e-07
Methotrexate	Flurbiprofen	0.241	1.129	Major	18 (10/8)	The serum concentration of Methotrexate can be increased when it is combined with Flurbiprofen.	#F9BCBC	1.87992108509045	4.42732503387448e-12
Methadone	Cimetidine	1	Inf	Moderate	1 (1/0)	The metabolism of Methadone can be decreased when combined with Cimetidine.	#B32020	0.104440060282803	1
Carvedilol	Insulin aspart	0.321	-4.391	Moderate	149 (30/119)		#9CBFDB	15.5615689821376	2.04432090340558e-39
Carbamazepine	Aripiprazole	0.312	1.236	Moderate	45 (26/19)	The serum concentration of Aripiprazole can be decreased when it is combined with Carbamazepine.	#F8BABA	4.69980271272613	1.60054772115277e-11
Diazepam	Clarithromycin	0.284	2.55	Moderate	883 (652/231)	The metabolism of Diazepam can be decreased when combined with Clarithromycin.	#F4B1B1	92.2205732297149	1
Ibuprofen	Carvedilol	0.122	-2.03	Moderate	802 (283/519)	Ibuprofen may decrease the antihypertensive activities of Carvedilol.	#ACCCE3	83.7609283468078	1
Sertraline	Clarithromycin	0.128	3.216	Moderate	342 (267/75)	The metabolism of Sertraline can be decreased when combined with Clarithromycin.	#F1ABAB	35.7185006167186	1
Phenytoin	Oxcarbazepine	0.419	-1.811	Moderate	29 (11/18)	The serum concentration of the active metabolites of Oxcarbazepine can be reduced when Oxcarbazepine is used in combination with Phenytoin resulting in a loss in efficacy.	#AECDE3	3.02876174820128	1.45476875017223e-14
Erythromycin	Alprazolam	0.133	3.46	Moderate	256 (203/53)	The serum concentration of Alprazolam can be increased when it is combined with Erythromycin.	#F0A9A9	26.7366554323975	1
Disopyramide	Bisoprolol	0.246	-2.583	Major	10 (3/7)	Disopyramide may increase the bradycardic activities of Bisoprolol.	#A9C9E1	1.04440060282803	5.35214523030774e-08
Prednisone	Acenocoumarol	0.197	-1.454	None	317 (137/180)		#B1CFE5	33.1074991096485	1
Zolmitriptan	Escitalopram	0.213	4.445	Major	148 (123/25)	The risk or severity of adverse effects can be increased when Zolmitriptan is combined with Escitalopram.	#EDA1A1	15.4571289218548	1
Zolmitriptan	Fluoxetine	0.232	8.913	Major	163 (148/15)	The risk or severity of adverse effects can be increased when Zolmitriptan is combined with Fluoxetine.	#DD7E7E	17.0237298260969	1
Atenolol	Glyburide	0.319	-2.474	Moderate	220 (68/152)	Atenolol may increase the hypoglycemic activities of Glyburide.	#A9C9E1	22.9768132622166	9.17798178767429e-06
Bisoprolol	Formoterol	0.208	-1.585	Moderate	467 (192/275)	Bisoprolol may decrease the bronchodilatory activities of Formoterol.	#B1CFE5	48.7735081520689	1
Gentamicin	Ceftriaxone	0.5	Inf	Moderate	1 (1/0)		#B32020	0.104440060282803	1
Cimetidine	Doxepin	0.375	Inf	Moderate	1 (1/0)	The metabolism of Doxepin can be decreased when combined with Cimetidine.	#B32020	0.104440060282803	1
Ibuprofen	Acenocoumarol	0.153	-1.631	None	804 (325/479)	Ibuprofen may increase the anticoagulant activities of Acenocoumarol.	#AFCEE4	83.9698084673735	1
Cyclosporine	Ursodeoxycholic acid	0.423	-3.321	Minor	48 (12/36)		#A3C5DF	5.01312289357453	1.54752978849809e-38
Cyclosporine	Atorvastatin	0.428	-2.633	Major	125 (37/88)	The serum concentration of Atorvastatin can be increased when it is combined with Cyclosporine.	#A8C8E1	13.0550075353503	3.20038970563088e-17
Propranolol	Ergotamine	0.296	4.271	Moderate	63 (52/11)	Ergotamine may increase the atrioventricular blocking (AV block) activities of Propranolol.	#EDA3A3	6.57972379781658	0.000109932035904646
Ergotamine	Rizatriptan	0.284	3.614	Major	55 (44/11)	Ergotamine may increase the vasoconstricting activities of Rizatriptan.	#F0A7A7	5.74420331555415	1.9718371293826e-10
Dextromethorphan	Paroxetine	0.169	3.8	Major	328 (265/63)	Paroxetine may increase the serotonergic activities of Dextromethorphan.	#F0A7A7	34.2563397727593	1
Sumatriptan	Paroxetine	0.257	7.453	Major	148 (132/16)	The risk or severity of adverse effects can be increased when Sumatriptan is combined with Paroxetine.	#E28989	15.4571289218548	1
