drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Fluvoxamine	Olanzapine	0.324	-1.794	Moderate	779 (292/487)	The metabolism of Olanzapine can be decreased when combined with Fluvoxamine.	#B2D0E5	14.0210701226295	0
Carvedilol	Insulin aspart	0.207	-1.795	Moderate	2127 (797/1330)		#B2D0E5	38.2834610408638	0
Mesalazine	Mercaptopurine	0.209	-1.201	Moderate	218 (103/115)	The metabolism of Mercaptopurine can be decreased when combined with Mesalazine.	#B4D1E6	3.92373977757795	7.93510437405501e-252
Diltiazem	Amiodarone	0.275	-1.256	Major	2341 (1080/1261)	The risk or severity of bradycardia can be increased when Diltiazem is combined with Amiodarone.	#B4D1E6	42.1352055931651	0
Bisoprolol	Salbutamol	0.109	-1.182	Moderate	18777 (8946/9831)	Bisoprolol may decrease the bronchodilatory activities of Salbutamol.	#B4D1E6	337.96358625496	1
Propafenone	Acenocoumarol	0.234	1.42	None	1893 (1144/749)	The serum concentration of Acenocoumarol can be increased when it is combined with Propafenone.	#F9BCBC	34.0717403621792	0
Fenofibrate	Rosuvastatin	0.343	-3.296	Major	1857 (457/1400)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Rosuvastatin.	#AECDE3	33.4237833346892	1.56453781371145e-304
Repaglinide	Carvedilol	0.246	-1.732	Moderate	2169 (831/1338)		#B2D0E5	39.0394109062687	0
Bisoprolol	Insulin aspart	0.199	-1.378	Moderate	4708 (2064/2644)		#B4D1E6	84.7383801506284	7.2943465890988e-130
Digoxin	Verapamil	0.306	1.401	Moderate	1788 (1075/713)	The metabolism of Digoxin can be decreased when combined with Verapamil.	#F9BCBC	32.1818656986669	0
Atenolol	Gliclazide	0.225	-1.276	None	5054 (2312/2742)	Atenolol may increase the hypoglycemic activities of Gliclazide.	#B4D1E6	90.9659671370595	8.14165647070298e-129
Phenytoin	Lamotrigine	0.349	-1.516	Moderate	436 (181/255)	The serum concentration of Lamotrigine can be decreased when it is combined with Phenytoin.	#B4D1E6	7.8474795551559	2.11881228979233e-300
Atenolol	Ibuprofen	0.101	1.223	Moderate	29717 (16884/12833)	Ibuprofen may decrease the antihypertensive activities of Atenolol.	#F9BCBC	534.870527386624	1
Acetylsalicylic acid	Ginkgo biloba	0.173	1.318	Moderate	6721 (3942/2779)	Ginkgo biloba may increase the anticoagulant activities of Acetylsalicylic acid.	#F9BCBC	120.969977271107	6.37243802078536e-74
Spironolactone	Losartan	0.256	1.185	Major	6013 (3370/2643)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Losartan.	#F9BCBC	108.226822397139	1.11288592684745e-129
Gliclazide	Carvedilol	0.233	-1.646	None	3168 (1252/1916)	Carvedilol may increase the hypoglycemic activities of Gliclazide.	#B2D0E5	57.0202184191144	1.80684625556989e-253
Bisoprolol	Glyburide	0.206	-1.577	Moderate	4850 (1967/2883)	Bisoprolol may increase the hypoglycemic activities of Glyburide.	#B2D0E5	87.2942106479498	4.38751334033111e-29
Citalopram	Acenocoumarol	0.238	1.616	None	10373 (6585/3788)	The metabolism of Acenocoumarol can be decreased when combined with Citalopram.	#F8BABA	186.701617948698	1
Propranolol	Primidone	0.175	-1.213	Moderate	502 (236/266)	The metabolism of Propranolol can be increased when combined with Primidone.	#B4D1E6	9.03540077222079	1.90322569306078e-306
Ramipril	Spironolactone	0.298	-1.518	Major	3317 (1376/1941)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#B4D1E6	59.70204056067	1.36651759695669e-165
Acetaminophen	Warfarin	0.165	-1.02	Minor	9005 (4622/4383)	Acetaminophen may increase the anticoagulant activities of Warfarin.	#B4D1E6	162.07925090408	1
Digoxin	Hydrochlorothiazide	0.222	1.692	Moderate	7473 (4823/2650)	The risk or severity of adverse effects can be increased when Hydrochlorothiazide is combined with Digoxin.	#F8BABA	134.505079623119	2.22400016446154e-08
Trazodone	Acenocoumarol	0.193	1.308	None	5502 (3216/2286)		#F9BCBC	99.0294323680453	3.32985813764979e-44
Acetylsalicylic acid	Methylprednisolone	0.125	-1.002	Moderate	9378 (4856/4522)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Methylprednisolone.	#B4D1E6	168.792805661129	1
Cyclosporine	Sulfamethoxazole	0.264	-2.219	Major	588 (192/396)	Sulfamethoxazole may increase the nephrotoxic activities of Cyclosporine.	#B1CFE5	10.583298115669	6.8790159158599e-237
Atorvastatin	Gemfibrozil	0.179	-2.578	Major	5508 (1622/3886)	The risk or severity of adverse effects can be increased when Gemfibrozil is combined with Atorvastatin.	#B1CFE5	99.1374252059603	1
Salmeterol	Carvedilol	0.225	-1.974	Major	3297 (1163/2134)	Carvedilol may decrease the vasoconstricting activities of Salmeterol.	#B2D0E5	59.3420644342867	2.25563090484226e-39
Tacrolimus	Atorvastatin	0.259	-1.613	Moderate	3822 (1529/2293)	The risk or severity of adverse effects can be increased when Tacrolimus is combined with Atorvastatin.	#B2D0E5	68.7914377518483	0.00344905519450148
Furosemide	Ibuprofen	0.138	1.522	Moderate	44911 (27880/17031)	The therapeutic efficacy of Furosemide can be decreased when used in combination with Ibuprofen.	#F9BCBC	808.344390600015	1
Acetylsalicylic acid	Glipizide	0.257	-1.327	Moderate	1916 (858/1058)	Acetylsalicylic acid may increase the hypoglycemic activities of Glipizide.	#B4D1E6	34.48571290752	0
Atorvastatin	Colchicine	0.122	-5.374	Major	3465 (578/2887)	The risk or severity of adverse effects can be increased when Colchicine is combined with Atorvastatin.	#A8C8E1	62.3658638959064	1
Phenytoin	Omeprazole	0.26	-1.236	Moderate	4869 (2266/2603)	The serum concentration of Omeprazole can be decreased when it is combined with Phenytoin.	#B4D1E6	87.636187968014	1
Fluoxetine	Clomipramine	0.252	1.745	Major	2290 (1494/796)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Clomipramine.	#F8BABA	41.2172664708877	2.14454915396751e-234
Simvastatin	Clarithromycin	0.047	1.35	Major	20838 (12340/8498)	The serum concentration of Simvastatin can be increased when it is combined with Clarithromycin.	#F9BCBC	375.059126078758	1
Atenolol	Glyburide	0.242	-1.199	Moderate	3150 (1490/1660)	Atenolol may increase the hypoglycemic activities of Glyburide.	#B4D1E6	56.6962399053695	4.32061962797015e-140
Ranitidine	Acenocoumarol	0.201	-1.067	None	6645 (3336/3309)		#B4D1E6	119.602067990851	1
Acetylsalicylic acid	Insulin glulisine	0.172	-1.581	Moderate	2260 (915/1345)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Glulisine.	#B2D0E5	40.6773022813127	5.3299936669079e-169
Carbamazepine	Risperidone	0.278	-1.482	Moderate	1260 (530/730)	The serum concentration of Risperidone can be decreased when it is combined with Carbamazepine.	#B4D1E6	22.6784959621478	2.00293350000547e-159
Acetylsalicylic acid	Dexamethasone	0.134	-1.904	Moderate	5853 (2113/3740)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Dexamethasone.	#B2D0E5	105.347013386072	1
Glyburide	Carvedilol	0.229	-1.774	Moderate	1793 (677/1116)	Carvedilol may increase the hypoglycemic activities of Glyburide.	#B2D0E5	32.2718597302627	2.48571627624848e-152
Hydrocortisone	Acetylsalicylic acid	0.106	1.021	Moderate	8206 (4295/3911)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Hydrocortisone.	#F9BCBC	147.698204655067	1
Fluoxetine	Risperidone	0.274	1.029	Moderate	2940 (1545/1395)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#F9BCBC	52.9164905783448	1
Ibuprofen	Acenocoumarol	0.085	-1.064	None	22709 (11419/11290)	Ibuprofen may increase the anticoagulant activities of Acenocoumarol.	#B4D1E6	408.734892701916	1
Carvedilol	Insulin detemir	0.247	-1.249	Moderate	1225 (567/658)		#B4D1E6	22.048537740977	6.13034764645298e-260
Tacrolimus	Nifedipine	0.293	-2.152	Moderate	834 (278/556)	The serum concentration of Tacrolimus can be increased when it is combined with Nifedipine.	#B1CFE5	15.0110044701835	6.63183180309049e-107
Cholestyramine	Ursodeoxycholic acid	0.249	1.543	None	516 (322/194)	The serum concentration of Ursodeoxycholic acid can be decreased when it is combined with Cholestyramine.	#F8BABA	9.2873840606891	2.87986989024967e-281
Topiramate	Carbamazepine	0.32	-1.033	Moderate	876 (447/429)	The serum concentration of Topiramate can be decreased when it is combined with Carbamazepine.	#B4D1E6	15.7669543355885	1.17468955734869e-159
Salbutamol	Carvedilol	0.12	-1.428	Major	5777 (2482/3295)	Carvedilol may decrease the vasoconstricting activities of Salbutamol.	#B4D1E6	103.979104105816	1
Donepezil	Sertraline	0.341	2.558	Minor	2690 (1973/717)	The metabolism of Donepezil can be decreased when combined with Sertraline.	#F7B9B9	48.4167889985536	2.52633728322502e-307
Paroxetine	Risperidone	0.239	1.447	Moderate	4528 (2757/1771)	The metabolism of Risperidone can be decreased when combined with Paroxetine.	#F9BCBC	81.4985950131787	1
Valproic acid	Acetylsalicylic acid	0.266	-1.301	Moderate	4547 (2058/2489)	The serum concentration of Valproic Acid can be increased when it is combined with Acetylsalicylic acid.	#B4D1E6	81.8405723332429	1
Propranolol	Rizatriptan	0.279	3.777	Moderate	2233 (1792/441)	The serum concentration of Rizatriptan can be increased when it is combined with Propranolol.	#F5B4B4	40.1913345106952	0
Repaglinide	Glyburide	0.148	-1.199	None	1732 (819/913)	Repaglinide may increase the hypoglycemic activities of Glyburide.	#B4D1E6	31.1739325447936	5.65930132147295e-197
Warfarin	Acetylsalicylic acid	0.152	-2.334	Major	2352 (742/1610)	Acetylsalicylic acid may increase the anticoagulant activities of Warfarin.	#B1CFE5	42.3331924626759	1
Diltiazem	Amlodipine	0.207	-1.27	Moderate	3872 (1776/2096)	The metabolism of Amlodipine can be decreased when combined with Diltiazem.	#B4D1E6	69.6913780678065	1
Cyclosporine	Ursodeoxycholic acid	0.338	-2.138	Minor	227 (76/151)		#B1CFE5	4.08572903445044	7.12505261738337e-114
Digoxin	Levothyroxine	0.253	2.93	Moderate	4401 (3341/1060)		#F7B7B7	79.2127466106448	1.28420217731889e-05
Mitomycin	Vinblastine	1	-Inf	Moderate	1 (0/1)	The risk or severity of adverse effects can be increased when Vinblastine is combined with Mitomycin.	#1E61A5	0.0179988063191649	0.476240778400811
Formoterol	Carvedilol	0.161	-1.787	Major	3031 (1139/1892)	Carvedilol may decrease the vasoconstricting activities of Formoterol.	#B2D0E5	54.5543819533888	1
Bisoprolol	Insulin detemir	0.21	-1.034	Moderate	2542 (1296/1246)		#B4D1E6	45.7529656633172	1.57889444747083e-74
Carbamazepine	Simvastatin	0.231	1.178	Moderate	4015 (2244/1771)	The metabolism of Simvastatin can be increased when combined with Carbamazepine.	#F9BCBC	72.2652073714471	1
Trimethoprim	Rifampicin	0.599	-1.49	Moderate	842 (353/489)	The metabolism of Trimethoprim can be increased when combined with Rifampicin.	#B4D1E6	15.1549949207369	7.70275161282797e-170
Amiodarone	Levofloxacin	0.136	-1.523	Major	3444 (1426/2018)	Levofloxacin may increase the QTc-prolonging activities of Amiodarone.	#B4D1E6	61.987888963204	1
Omeprazole	Midazolam	0.183	1.517	Moderate	5246 (3253/1993)		#F9BCBC	94.4217379503391	1
Omeprazole	Ketazolam	0.19	2.244	None	9528 (6737/2791)		#F7B9B9	171.492626609003	1
Azithromycin	Acenocoumarol	0.064	-1.133	None	9536 (4645/4891)	The metabolism of Acenocoumarol can be decreased when combined with Azithromycin.	#B4D1E6	171.636617059557	1
Tramadol	Citalopram	0.158	3.528	Major	21795 (17250/4545)	Citalopram may increase the neuroexcitatory activities of Tramadol.	#F6B6B6	392.283983726199	1
Topiramate	Lithium cation	0.244	1.604	Moderate	755 (478/277)	The serum concentration of Lithium can be increased when it is combined with Topiramate.	#F8BABA	13.5890987709695	1.43302217666653e-276
Moxifloxacin	Acenocoumarol	0.066	-1.395	None	3465 (1509/1956)		#B4D1E6	62.3658638959064	1
Warfarin	Propafenone	0.194	1.366	Moderate	363 (216/147)	The serum concentration of Warfarin can be increased when it is combined with Propafenone.	#F9BCBC	6.53356669385686	1.23699687898532e-247
Haloperidol	Lithium cation	0.263	-1.374	Major	558 (245/313)	Lithium may increase the neurotoxic activities of Haloperidol.	#B4D1E6	10.043333926094	9.435058194061e-135
Methimazole	Acenocoumarol	0.215	1.655	None	1618 (1036/582)	Methimazole may decrease the anticoagulant activities of Acenocoumarol.	#F8BABA	29.1220686244088	2.57032818613286e-119
Cyclosporine	Omeprazole	0.261	-1.312	Moderate	3034 (1367/1667)	The serum concentration of Cyclosporine can be increased when it is combined with Omeprazole.	#B4D1E6	54.6083783723463	1
Allopurinol	Warfarin	0.207	-2.642	Moderate	1275 (369/906)	Allopurinol may increase the anticoagulant activities of Warfarin.	#AFCEE4	22.9484780569353	2.54977847056019e-98
Mirtazapine	Rivastigmine	0.253	2.124	Moderate	1725 (1200/525)		#F7B9B9	31.0479409005595	3.83258775467643e-300
Torasemide	Ibuprofen	0.122	1.832	Moderate	21883 (14517/7366)	The therapeutic efficacy of Torasemide can be decreased when used in combination with Ibuprofen.	#F8BABA	393.867878682286	1
Pyridostigmine	Prednisone	0.306	-1.261	Moderate	1010 (465/545)	The risk or severity of adverse effects can be increased when Prednisone is combined with Pyridostigmine.	#B4D1E6	18.1787943823566	7.44447638226972e-125
Metformin	Glucosamine	0.106	1.154	None	5034 (2788/2246)		#F9BCBC	90.6059910106762	1
Clozapine	Clonazepam	0.258	-2.138	Moderate	242 (81/161)	The risk or severity of adverse effects can be increased when Clonazepam is combined with Clozapine.	#B1CFE5	4.35571112923791	4.05304168283742e-128
Verapamil	Atorvastatin	0.288	-1.098	Moderate	2198 (1088/1110)	Atorvastatin can cause a decrease in the absorption of Verapamil resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B4D1E6	39.5613762895245	1.894705210009e-35
Trihexyphenidyl	Haloperidol	0.401	-1.55	Moderate	227 (93/134)		#B2D0E5	4.08572903445044	1.0645831218799e-118
Ibuprofen	Carvedilol	0.087	-1.195	Moderate	10740 (5088/5652)	Ibuprofen may decrease the antihypertensive activities of Carvedilol.	#B4D1E6	193.307179867831	1
Omeprazole	Itraconazole	0.113	1.553	Moderate	14846 (9287/5559)	The serum concentration of Itraconazole can be decreased when it is combined with Omeprazole.	#F8BABA	267.210278614322	1
Fluvastatin	Acenocoumarol	0.235	-1.552	None	1436 (588/848)	The metabolism of Acenocoumarol can be decreased when combined with Fluvastatin.	#B2D0E5	25.8462858743208	4.04117986429491e-19
Methotrexate	Acetylsalicylic acid	0.179	-1.033	Major	3228 (1647/1581)	The serum concentration of Methotrexate can be increased when it is combined with Acetylsalicylic acid.	#B4D1E6	58.1001467982643	1
Fluconazole	Simvastatin	0.061	1.312	Major	8307 (4862/3445)	The serum concentration of Simvastatin can be increased when it is combined with Fluconazole.	#F9BCBC	149.516084093303	1
Glimepiride	Gemfibrozil	0.218	-2.605	Moderate	1112 (325/787)	The metabolism of Glimepiride can be decreased when combined with Gemfibrozil.	#AFCEE4	20.0146726269114	3.72091467604943e-64
Atenolol	Salbutamol	0.098	1.023	Moderate	7671 (4019/3652)	Atenolol may decrease the bronchodilatory activities of Salbutamol.	#F9BCBC	138.068843274314	1
Fenofibrate	Acenocoumarol	0.21	-1.904	None	2338 (844/1494)	Fenofibrate may increase the anticoagulant activities of Acenocoumarol.	#B2D0E5	42.0812091742076	1
Paroxetine	Acenocoumarol	0.221	1.757	None	5932 (3880/2052)	Paroxetine may increase the anticoagulant activities of Acenocoumarol.	#F8BABA	106.768919085286	1
Citalopram	Carvedilol	0.267	1.347	Moderate	3432 (2031/1401)	The metabolism of Carvedilol can be decreased when combined with Citalopram.	#F9BCBC	61.771903287374	1
Spironolactone	Tolevamer	0.223	-1.61	Moderate	624 (250/374)		#B2D0E5	11.2312551431589	2.30611994247396e-148
Propranolol	Ibuprofen	0.138	2.017	Moderate	14980 (10254/4726)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F8BABA	269.62211866109	1
Cyclosporine	Allopurinol	0.25	-3.189	Moderate	658 (166/492)		#AECDE3	11.8432145580105	6.58550448307621e-98
Methotrexate	Naproxen	0.174	1.85	Major	4791 (3189/1602)	The serum concentration of Methotrexate can be increased when it is combined with Naproxen.	#F8BABA	86.2322810751191	1
Fluoxetine	Lithium cation	0.248	1.268	Major	851 (491/360)	Lithium may increase the serotonergic activities of Fluoxetine.	#F9BCBC	15.3169841776093	4.6842787373368e-59
Atenolol	Repaglinide	0.212	-1.14	Moderate	1876 (911/965)		#B4D1E6	33.7657606547534	1.13600489980767e-07
Spironolactone	Eplerenone	0.096	-4.161	Major	589 (121/468)	Eplerenone may increase the hyperkalemic activities of Spironolactone.	#ACCCE3	10.6012969219881	2.09726166714462e-61
Sucralfate	Lansoprazole	0.309	1.598	Moderate	1460 (923/537)		#F8BABA	26.2782572259808	6.12395357942576e-94
Carbamazepine	Atorvastatin	0.238	-1.097	Moderate	2018 (999/1019)	The metabolism of Atorvastatin can be increased when combined with Carbamazepine.	#B4D1E6	36.3215911520748	1
Phenytoin	Furosemide	0.279	1.005	Minor	1280 (665/615)	Phenytoin may decrease the diuretic activities of Furosemide.	#F9BCBC	23.0384720885311	4.34875123856346e-83
Norfloxacin	Acenocoumarol	0.063	2.055	None	4906 (3378/1528)	Norfloxacin may increase the anticoagulant activities of Acenocoumarol.	#F8BABA	88.3021438018231	1
Amiodarone	Flecainide	0.128	-1.413	Major	671 (290/381)	The serum concentration of Flecainide can be increased when it is combined with Amiodarone.	#B4D1E6	12.0771990401597	3.02007596067916e-91
Gemfibrozil	Acenocoumarol	0.203	-1.988	None	2432 (854/1578)	The metabolism of Acenocoumarol can be decreased when combined with Gemfibrozil.	#B2D0E5	43.7730969682091	1
Folic acid	Phenytoin	0.217	-1.311	Moderate	659 (297/362)	The serum concentration of Phenytoin can be decreased when it is combined with Folic Acid.	#B4D1E6	11.8612133643297	8.3630567044663e-24
Fluvoxamine	Lithium cation	0.28	-1.306	Major	197 (89/108)	Lithium may increase the serotonergic activities of Fluvoxamine.	#B4D1E6	3.54576484487549	2.99477430316978e-91
Sertraline	Carvedilol	0.257	1.371	Moderate	2482 (1479/1003)	The metabolism of Carvedilol can be decreased when combined with Sertraline.	#F9BCBC	44.6730372841673	1
