drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Atenolol	Ibuprofen	0.157	1.217	Moderate	4859 (2801/2058)	Ibuprofen may decrease the antihypertensive activities of Atenolol.	#F8BABA	538.598048898362	1
Acetaminophen	Acenocoumarol	0.216	-1.638	None	3767 (1528/2239)	Acetaminophen may increase the anticoagulant activities of Acenocoumarol.	#AECDE3	417.554815846909	1
Amitriptyline	Duloxetine	0.344	6.789	Major	859 (759/100)	Duloxetine may increase the serotonergic activities of Amitriptyline.	#DB7A7A	95.2162428490828	8.60424979742047e-81
Bisoprolol	Ibuprofen	0.133	-1.185	Moderate	5501 (2670/2831)	Ibuprofen may decrease the antihypertensive activities of Bisoprolol.	#B2D0E5	609.760828769272	1
Tramadol	Fluoxetine	0.216	6.41	Major	1862 (1634/228)	Fluoxetine may increase the neuroexcitatory activities of Tramadol.	#DD7E7E	206.39423071594	1
Propafenone	Acenocoumarol	0.355	-1.199	None	114 (55/59)	The serum concentration of Acenocoumarol can be increased when it is combined with Propafenone.	#B2D0E5	12.6363814724045	4.94058328099491e-79
Entacapone	Apomorphine	0.27	-2.236	Moderate	3 (1/2)		#A6C7E0	0.33253635453696	1.01483170110318e-05
Tramadol	Citalopram	0.217	3.459	Major	2302 (1829/473)	Citalopram may increase the neuroexcitatory activities of Tramadol.	#EC9F9F	255.16622938136	1
Fenofibrate	Atorvastatin	0.45	-3.494	Major	2075 (503/1572)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Atorvastatin.	#99BDDA	230.004311888064	1.35135176945538e-152
Warfarin	Propafenone	0.264	-1.23	Moderate	42 (20/22)	The serum concentration of Warfarin can be increased when it is combined with Propafenone.	#B2D0E5	4.65550896351744	2.94464375180333e-45
Omeprazole	Ketazolam	0.272	2.372	None	1439 (1045/394)		#F2ACAC	159.506604726228	1
Propranolol	Rizatriptan	0.306	4.159	Moderate	226 (186/40)	The serum concentration of Rizatriptan can be increased when it is combined with Propranolol.	#E89898	25.0510720417843	1.19390235641473e-77
Diclofenac	Alendronic acid	0.141	14.59	Moderate	1887 (1778/109)	The risk or severity of adverse effects can be increased when Diclofenac is combined with Alendronic acid.	#B32020	209.165367003748	1
Tramadol	Paroxetine	0.197	4.318	Major	1923 (1593/330)	Paroxetine may increase the neuroexcitatory activities of Tramadol.	#E89696	213.155803258191	1
Amitriptyline	Fluoxetine	0.293	6.649	Major	835 (736/99)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Amitriptyline.	#DC7B7B	92.5559520127871	0.84077543187739
Simvastatin	Clarithromycin	0.089	1.546	Major	2527 (1601/926)	The serum concentration of Simvastatin can be increased when it is combined with Clarithromycin.	#F6B6B6	280.106455971632	1
Trihexyphenidyl	Haloperidol	0.56	-1.204	Moderate	27 (13/14)		#B2D0E5	2.99282719083264	2.30521114517525e-30
Lamotrigine	Carbamazepine	0.521	1.046	Moderate	128 (69/59)	The risk or severity of adverse effects can be increased when Lamotrigine is combined with Carbamazepine.	#F9BCBC	14.1882177935769	9.76750436723308e-80
Alendronic acid	Naproxen	0.156	16.536	Moderate	1637 (1553/84)	The risk or severity of adverse effects can be increased when Naproxen is combined with Alendronic acid.	#B32020	181.454004125668	1
Digoxin	Propafenone	0.327	1.083	Moderate	42 (23/19)	The serum concentration of Digoxin can be increased when it is combined with Propafenone.	#F9BCBC	4.65550896351744	4.50217517727239e-34
Valproic acid	Carbamazepine	0.535	-1.605	Moderate	190 (78/112)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#AECDE3	21.0606357873408	2.47958321006006e-111
Simvastatin	Fenofibrate	0.394	-2.581	Major	2339 (707/1632)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Simvastatin.	#A3C5DF	259.267511087316	1
Methotrexate	Naproxen	0.232	2.026	Major	875 (607/268)	The serum concentration of Methotrexate can be increased when it is combined with Naproxen.	#F4B1B1	96.9897700732799	1
Torasemide	Ibuprofen	0.175	1.98	Moderate	1787 (1231/556)	The therapeutic efficacy of Torasemide can be decreased when used in combination with Ibuprofen.	#F4B1B1	198.080821852516	1
Donepezil	Quetiapine	0.349	1.406	Moderate	54 (33/21)		#F7B9B9	5.98565438166528	6.03383936034614e-45
Tacrolimus	Atorvastatin	0.41	-1.7	Moderate	746 (296/450)	The risk or severity of adverse effects can be increased when Tacrolimus is combined with Atorvastatin.	#ACCCE3	82.6907068281907	2.2512613692824e-42
Diltiazem	Atorvastatin	0.481	-3.227	Moderate	921 (237/684)	The serum concentration of Diltiazem can be increased when it is combined with Atorvastatin.	#9CBFDB	102.088660842847	8.28569778562071e-137
Repaglinide	Gliclazide	0.224	-1.828	None	332 (126/206)	Repaglinide may increase the hypoglycemic activities of Gliclazide.	#ABCBE2	36.8006899020902	4.72553440673725e-47
Propranolol	Ibuprofen	0.185	2.252	Moderate	1509 (1080/429)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F2AEAE	167.265786332091	1
Prednisone	Acetylsalicylic acid	0.191	-1.927	Moderate	2688 (987/1701)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Prednisone.	#ABCBE2	297.952573665116	1
Mesalazine	Mercaptopurine	0.281	-1.584	Moderate	29 (12/17)	The metabolism of Mercaptopurine can be decreased when combined with Mesalazine.	#AECDE3	3.21451809385728	1.58655619290953e-35
Tramadol	Escitalopram	0.213	2.953	Major	1170 (898/272)	Escitalopram may increase the neuroexcitatory activities of Tramadol.	#EFA6A6	129.689178269414	1
Furosemide	Ibuprofen	0.224	1.249	Moderate	2260 (1317/943)	The therapeutic efficacy of Furosemide can be decreased when used in combination with Ibuprofen.	#F8BABA	250.510720417843	1
Diltiazem	Amiodarone	0.376	-2.795	Major	140 (40/100)	The risk or severity of bradycardia can be increased when Diltiazem is combined with Amiodarone.	#A0C3DD	15.5183632117248	1.23769701742932e-65
Atenolol	Gliclazide	0.332	-1.771	None	739 (286/453)	Atenolol may increase the hypoglycemic activities of Gliclazide.	#ACCCE3	81.9147886676044	0.651701826803211
Acetylsalicylic acid	Insulin glulisine	0.286	-2.648	Moderate	384 (114/270)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Glulisine.	#A2C4DE	42.5646533807308	1.17543541266944e-82
Cyclosporine	Allopurinol	0.365	-3.415	Moderate	150 (37/113)		#9ABEDB	16.626817726848	2.2570048454109e-49
Omeprazole	Itraconazole	0.169	1.654	Moderate	1450 (941/509)	The serum concentration of Itraconazole can be decreased when it is combined with Omeprazole.	#F6B6B6	160.725904692864	1
Haloperidol	Lithium cation	0.366	-1.374	Major	78 (35/43)	Lithium may increase the neurotoxic activities of Haloperidol.	#B1CFE5	8.64594521796095	2.36230431975731e-50
Fluvoxamine	Clomipramine	0.431	1.201	Major	82 (47/35)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Clomipramine.	#F8BABA	9.08932702401023	7.71761554527394e-50
Tacrolimus	Nifedipine	0.398	-2.178	Moderate	171 (58/113)	The serum concentration of Tacrolimus can be increased when it is combined with Nifedipine.	#A8C8E1	18.9545722086067	5.11585919570385e-86
Carbamazepine	Simvastatin	0.363	1.07	Moderate	650 (354/296)	The metabolism of Simvastatin can be increased when combined with Carbamazepine.	#F9BCBC	72.049543483008	1
Levothyroxine	Iron	0.157	9.518	Moderate	454 (415/39)	The serum concentration of Levothyroxine can be decreased when it is combined with Iron.	#CD5A5A	50.3238349865932	1
Propranolol	Paroxetine	0.311	2.882	Moderate	456 (348/108)	The metabolism of Propranolol can be decreased when combined with Paroxetine.	#F0A7A7	50.5455258896179	1
Sucralfate	Lansoprazole	0.352	1.772	Moderate	155 (103/52)		#F5B4B4	17.1810449844096	8.51760144101925e-37
Alprazolam	Clarithromycin	0.134	2.956	Moderate	1145 (879/266)	The serum concentration of Alprazolam can be increased when it is combined with Clarithromycin.	#EFA6A6	126.918041981606	1
Levothyroxine	Acenocoumarol	0.284	1.941	None	539 (369/170)	Levothyroxine may increase the anticoagulant activities of Acenocoumarol.	#F5B2B2	59.7456983651404	1
Levothyroxine	Raloxifene	0.318	60.31	Moderate	479 (472/7)	Raloxifene can cause a decrease in the absorption of Levothyroxine resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B32020	53.0949712744012	1
Propranolol	Primidone	0.26	1.17	Moderate	30 (17/13)	The metabolism of Propranolol can be increased when combined with Primidone.	#F8BABA	3.3253635453696	4.28805259159643e-23
Bisoprolol	Gliclazide	0.322	-3.601	None	1127 (267/860)	Bisoprolol may increase the hypoglycemic activities of Gliclazide.	#97BCD9	124.922823854385	3.05236529566732e-08
Omeprazole	Flurazepam	0.269	2.205	Moderate	499 (355/144)		#F3AFAF	55.3118803046476	1
Omeprazole	Midazolam	0.255	1.533	Moderate	532 (336/196)		#F7B7B7	58.9697802045542	1
Phenytoin	Lamotrigine	0.526	-2.064	Moderate	74 (26/48)	The serum concentration of Lamotrigine can be decreased when it is combined with Phenytoin.	#A9C9E1	8.20256341191167	6.55787560160394e-56
Fluoxetine	Clomipramine	0.369	2.052	Major	313 (218/95)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Clomipramine.	#F4B1B1	34.6946263233561	6.04983904890813e-20
Cholestyramine	Ursodeoxycholic acid	0.349	1.61	None	56 (36/20)	The serum concentration of Ursodeoxycholic acid can be decreased when it is combined with Cholestyramine.	#F6B6B6	6.20734528468992	5.54066079280992e-32
Acetylsalicylic acid	Acenocoumarol	0.307	-3.799	None	1139 (259/880)	Acetylsalicylic acid may increase the anticoagulant activities of Acenocoumarol.	#96BBD9	126.252969272532	1
Diltiazem	Simvastatin	0.421	-2.005	Major	894 (320/574)	The serum concentration of Simvastatin can be increased when it is combined with Diltiazem.	#A9C9E1	99.095833652014	1
Spironolactone	Enalapril	0.396	-3.191	Major	1160 (301/859)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#9CBFDB	128.580723754291	1
Fluconazole	Simvastatin	0.105	1.222	Major	1008 (582/426)	The serum concentration of Simvastatin can be increased when it is combined with Fluconazole.	#F8BABA	111.732215124418	1
Topiramate	Carbamazepine	0.495	-1.002	Moderate	146 (77/69)	The serum concentration of Topiramate can be decreased when it is combined with Carbamazepine.	#B4D1E6	16.1834359207987	1.26876333129236e-52
Allopurinol	Acenocoumarol	0.333	-7.706	None	734 (93/641)	Allopurinol may increase the anticoagulant activities of Acenocoumarol.	#699AC6	81.3605614100428	3.00785706607375e-69
Amitriptyline	Salbutamol	0.18	4.205	Moderate	764 (630/134)	The risk or severity of adverse effects can be increased when Amitriptyline is combined with Salbutamol.	#E89898	84.6859249554124	1
Simvastatin	Gemfibrozil	0.248	-2.949	Major	1775 (488/1287)	The risk or severity of rhabdomyolysis. myoglobinuria. and elevated creatine kinase (CPK) can be increased when Gemfibrozil is combined with Simvastatin.	#9FC1DD	196.750676434368	1
Citalopram	Propranolol	0.312	2.24	Moderate	417 (298/119)	The metabolism of Propranolol can be decreased when combined with Citalopram.	#F2AEAE	46.2225532806374	1
Rivastigmine	Quetiapine	0.316	-1.447	Moderate	39 (17/22)		#AFCEE4	4.32297260898048	8.90462308876416e-32
Cyclosporine	Sulfamethoxazole	0.295	-2.05	Major	68 (24/44)	Sulfamethoxazole may increase the nephrotoxic activities of Cyclosporine.	#A9C9E1	7.53749070283775	4.47886274473294e-43
Bisoprolol	Insulin aspart	0.291	-2.692	Moderate	535 (157/378)		#A2C4DE	59.3023165590912	2.21986608453236e-14
Raloxifene	Estriol	0.267	47.404	None	108 (106/2)		#B32020	11.9713087633306	1.40349161409206e-29
Bisoprolol	Salbutamol	0.15	-1.456	Moderate	1271 (552/719)	Bisoprolol may decrease the bronchodilatory activities of Salbutamol.	#AFCEE4	140.884568872159	1
Venlafaxine	Metoclopramide	0.123	4.506	Moderate	477 (398/79)	The risk or severity of adverse effects can be increased when Metoclopramide is combined with Venlafaxine.	#E79494	52.8732803713766	1
Fluoxetine	Propranolol	0.319	2.806	Moderate	331 (251/80)	The metabolism of Propranolol can be decreased when combined with Fluoxetine.	#F0A7A7	36.6898444505779	1
Carbamazepine	Risperidone	0.425	-1.665	Moderate	117 (47/70)	The serum concentration of Risperidone can be decreased when it is combined with Carbamazepine.	#AECDE3	12.9689178269414	2.19766343615092e-46
Fenofibrate	Rosuvastatin	0.466	-4.343	Major	464 (95/369)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Rosuvastatin.	#90B6D6	51.4322895017164	2.89180957576717e-86
Amiodarone	Flecainide	0.19	-2.431	Major	73 (23/50)	The serum concentration of Flecainide can be increased when it is combined with Amiodarone.	#A5C6DF	8.09171796039935	3.47339818774705e-29
Propranolol	Escitalopram	0.297	1.712	None	306 (201/105)		#F5B4B4	33.9187081627699	0.441780229375235
Carvedilol	Insulin aspart	0.31	-3.714	Moderate	255 (59/196)		#96BBD9	28.2655901356416	2.38328108000626e-61
Cyclosporine	Atorvastatin	0.448	-1.693	Major	176 (70/106)	The serum concentration of Atorvastatin can be increased when it is combined with Cyclosporine.	#ACCCE3	19.5087994661683	2.45946187814299e-20
Phenytoin	Omeprazole	0.353	-1.527	Moderate	537 (227/310)	The serum concentration of Omeprazole can be decreased when it is combined with Phenytoin.	#AFCEE4	59.5240074621158	1
Risperidone	Donepezil	0.174	-1.118	Moderate	28 (14/14)		#B4D1E6	3.10367264234496	8.71531720134789e-21
Disopyramide	Sotalol	0.294	Inf	Major	1 (1/0)	Disopyramide may increase the bradycardic activities of Sotalol.	#B32020	0.11084545151232	1
Methotrexate	Ibuprofen	0.175	2.217	Major	800 (570/230)	The serum concentration of Methotrexate can be increased when it is combined with Ibuprofen.	#F3AFAF	88.6763612098559	1
Omeprazole	Halazepam	0.257	2.421	Moderate	341 (249/92)		#F2ACAC	37.7982989657011	1
Ranolazine	Diltiazem	0.298	-2.744	Major	38 (11/27)	The serum concentration of Ranolazine can be increased when it is combined with Diltiazem.	#A2C4DE	4.21212715746816	6.15971364496045e-25
Atenolol	Glyburide	0.343	-1.81	Moderate	364 (139/225)	Atenolol may increase the hypoglycemic activities of Glyburide.	#ACCCE3	40.3477443504844	1
Methotrexate	Amoxicillin	0.12	1.729	Major	792 (522/270)	The serum concentration of Methotrexate can be increased when it is combined with Amoxicillin.	#F5B4B4	87.7895975977574	1
Acetaminophen	Warfarin	0.232	-1.669	Minor	541 (217/324)	Acetaminophen may increase the anticoagulant activities of Warfarin.	#AECDE3	59.9673892681651	1
Atenolol	Salbutamol	0.145	1.1	Moderate	834 (460/374)	Atenolol may decrease the bronchodilatory activities of Salbutamol.	#F9BCBC	92.4451065612748	1
Fluconazole	Alprazolam	0.165	2.546	Major	477 (353/124)	The metabolism of Alprazolam can be decreased when combined with Fluconazole.	#F1ABAB	52.8732803713766	1
Ibuprofen	Carvedilol	0.114	-1.76	Moderate	1143 (444/699)	Ibuprofen may decrease the antihypertensive activities of Carvedilol.	#ACCCE3	126.696351078582	1
Trimethoprim	Rifampicin	0.585	-1.556	Moderate	55 (23/32)	The metabolism of Trimethoprim can be increased when combined with Rifampicin.	#AECDE3	6.0964998331776	7.21598978002814e-25
Topiramate	Lithium cation	0.367	1.858	Moderate	80 (54/26)	The serum concentration of Lithium can be increased when it is combined with Topiramate.	#F5B2B2	8.86763612098559	8.87978802291956e-20
Bisoprolol	Formoterol	0.201	-1.627	Moderate	761 (310/451)	Bisoprolol may decrease the bronchodilatory activities of Formoterol.	#AECDE3	84.3533886008755	1
Propranolol	Sertraline	0.339	1.643	Moderate	278 (180/98)	The metabolism of Propranolol can be decreased when combined with Sertraline.	#F6B6B6	30.8150355204249	1
Citalopram	Acenocoumarol	0.349	-1.022	None	377 (197/180)	The metabolism of Acenocoumarol can be decreased when combined with Citalopram.	#B4D1E6	41.7887352201446	1
Carbamazepine	Atorvastatin	0.376	-1.337	Moderate	292 (133/159)	The metabolism of Atorvastatin can be increased when combined with Carbamazepine.	#B1CFE5	32.3668718415974	1
Repaglinide	Glyburide	0.201	-1.785	None	135 (52/83)	Repaglinide may increase the hypoglycemic activities of Glyburide.	#ACCCE3	14.9641359541632	6.12089760243016e-12
Citalopram	Clarithromycin	0.124	3.1	Major	585 (454/131)	Clarithromycin may increase the QTc-prolonging activities of Citalopram.	#EEA4A4	64.8445891347071	1
Paroxetine	Risperidone	0.362	1.045	Moderate	271 (146/125)	The metabolism of Risperidone can be decreased when combined with Paroxetine.	#F9BCBC	30.0391173598387	0.263436653870044
Simvastatin	Itraconazole	0.113	1.146	Major	682 (383/299)	The serum concentration of Simvastatin can be increased when it is combined with Itraconazole.	#F8BABA	75.5965979314022	1
Cyclosporine	Omeprazole	0.398	-1.947	Moderate	466 (170/296)	The serum concentration of Cyclosporine can be increased when it is combined with Omeprazole.	#ABCBE2	51.6539804047411	1
Valproic acid	Acetylsalicylic acid	0.358	-2.544	Moderate	488 (149/339)	The serum concentration of Valproic Acid can be increased when it is combined with Acetylsalicylic acid.	#A3C5DF	54.0925803380121	1
Pyridostigmine	Prednisone	0.367	-1.206	Moderate	106 (51/55)	The risk or severity of adverse effects can be increased when Prednisone is combined with Pyridostigmine.	#B2D0E5	11.7496178603059	1.74046574802606e-29
Atorvastatin	Gemfibrozil	0.292	-4.045	Major	956 (207/749)	The risk or severity of adverse effects can be increased when Gemfibrozil is combined with Atorvastatin.	#93B8D7	105.968251645778	1
Haloperidol	Carbamazepine	0.398	-1.744	Moderate	64 (25/39)	The metabolism of Haloperidol can be increased when combined with Carbamazepine.	#ACCCE3	7.09410889678847	1.28875845662582e-28
Dextromethorphan	Paroxetine	0.137	4.42	Major	410 (341/69)	Paroxetine may increase the serotonergic activities of Dextromethorphan.	#E79494	45.4466351200512	1
Prednisone	Acenocoumarol	0.206	-1.57	None	488 (203/285)		#AECDE3	54.0925803380121	1
Fluvoxamine	Olanzapine	0.497	-1.806	Moderate	68 (26/42)	The metabolism of Olanzapine can be decreased when combined with Fluvoxamine.	#ACCCE3	7.53749070283775	1.83000699199873e-32
Ibuprofen	Acenocoumarol	0.133	-1.483	None	1105 (475/630)	Ibuprofen may increase the anticoagulant activities of Acenocoumarol.	#AFCEE4	122.484223921114	1
Fluoxetine	Dextromethorphan	0.141	4.954	Major	340 (288/52)	Fluoxetine may increase the serotonergic activities of Dextromethorphan.	#E48E8E	37.6874535141888	1
Bisoprolol	Repaglinide	0.32	-3.388	Moderate	395 (98/297)		#9ABEDB	43.7839533473664	2.20369548416414e-07
Sulfasalazine	Azathioprine	0.538	1.193	Moderate	21 (12/9)		#F8BABA	2.32775448175872	1.95423180202887e-11
Atorvastatin	Clarithromycin	0.105	-1.181	Major	804 (391/413)	The serum concentration of Atorvastatin can be increased when it is combined with Clarithromycin.	#B2D0E5	89.1197430159052	1
Sumatriptan	Ergotamine	0.227	4.344	Major	41 (34/7)	Ergotamine may increase the vasoconstricting activities of Sumatriptan.	#E89696	4.54466351200512	9.47769291083538e-13
Ramipril	Spironolactone	0.393	-3.543	Major	271 (65/206)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#99BDDA	30.0391173598387	6.90387180500495e-18
Cyclosporine	Carvedilol	0.528	-2.039	Moderate	48 (17/31)	The serum concentration of Cyclosporine can be increased when it is combined with Carvedilol.	#A9C9E1	5.32058167259136	2.21229544740519e-15
Methotrexate	Acetylsalicylic acid	0.259	-1.502	Major	396 (169/227)	The serum concentration of Methotrexate can be increased when it is combined with Acetylsalicylic acid.	#AFCEE4	43.8947987988787	1
Folic acid	Phenytoin	0.363	-1.223	Moderate	67 (32/35)	The serum concentration of Phenytoin can be decreased when it is combined with Folic Acid.	#B2D0E5	7.42664525132543	3.11870362006866e-12
Metformin	Glucosamine	0.178	1.183	None	518 (295/223)		#F8BABA	57.4179438833817	1
Fluoxetine	Clarithromycin	0.127	5.748	Moderate	401 (347/54)	Clarithromycin may increase the QTc-prolonging activities of Fluoxetine.	#E08585	44.4490260564403	1
Diazepam	Clarithromycin	0.254	2.814	Moderate	850 (645/205)	The metabolism of Diazepam can be decreased when combined with Clarithromycin.	#F0A7A7	94.2186337854719	1
Methimazole	Acenocoumarol	0.292	1.118	None	72 (40/32)	Methimazole may decrease the anticoagulant activities of Acenocoumarol.	#F9BCBC	7.98087250888703	1.47986645612833e-09
Acetylsalicylic acid	Glipizide	0.366	-2.578	Moderate	119 (36/83)	Acetylsalicylic acid may increase the hypoglycemic activities of Glipizide.	#A3C5DF	13.1906087299661	7.98345861593578e-18
Disopyramide	Bisoprolol	0.377	2.087	Major	10 (7/3)	Disopyramide may increase the bradycardic activities of Bisoprolol.	#F3AFAF	1.1084545151232	0.000120974230263685
Paroxetine	Acenocoumarol	0.256	1.309	None	271 (161/110)	Paroxetine may increase the anticoagulant activities of Acenocoumarol.	#F7B9B9	30.0391173598387	1
Ibuprofen	Lithium cation	0.13	1.287	Moderate	461 (272/189)	The serum concentration of Lithium can be increased when it is combined with Ibuprofen.	#F7B9B9	51.0997531471795	1
Sertraline	Clarithromycin	0.133	3.668	Moderate	352 (283/69)	The metabolism of Sertraline can be decreased when combined with Clarithromycin.	#EB9E9E	39.0175989323366	1
Digoxin	Levothyroxine	0.314	2.034	Moderate	167 (116/51)		#F4B1B1	18.5111904025574	1
Amitriptyline	Carbamazepine	0.413	1.631	Moderate	144 (93/51)	The metabolism of Amitriptyline can be increased when combined with Carbamazepine.	#F6B6B6	15.9617450177741	0.00630050495003267
Spironolactone	Losartan	0.363	-2.18	Major	292 (99/193)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Losartan.	#A8C8E1	32.3668718415974	1
Fluoxetine	Risperidone	0.369	1.06	Moderate	201 (109/92)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#F9BCBC	22.2799357539763	0.489152202891089
Indomethacin	Alendronic acid	0.228	6.655	Moderate	211 (186/25)	The risk or severity of adverse effects can be increased when Indomethacin is combined with Alendronic acid.	#DC7B7B	23.3883902690995	1
Enalapril	Tizanidine	0.125	1.102	Major	395 (218/177)	The risk or severity of hypotension can be increased when Tizanidine is combined with Enalapril.	#F9BCBC	43.7839533473664	1
Glimepiride	Repaglinide	0.265	-2.012	None	84 (30/54)	Glimepiride may increase the hypoglycemic activities of Repaglinide.	#A9C9E1	9.31101792703487	1.32450112362606e-09
Salbutamol	Clomipramine	0.153	2.668	Moderate	235 (176/59)	The risk or severity of adverse effects can be increased when Clomipramine is combined with Salbutamol.	#F0A9A9	26.0486811053952	1
Methadone	Cimetidine	0.087	Inf	Moderate	1 (1/0)	The metabolism of Methadone can be decreased when combined with Cimetidine.	#B32020	0.11084545151232	1
Bisoprolol	Glyburide	0.284	-3.242	Moderate	429 (110/319)	Bisoprolol may increase the hypoglycemic activities of Glyburide.	#9CBFDB	47.5526986987852	1
Ezetimibe	Cholestyramine	0.248	-1.304	Moderate	65 (30/35)	Cholestyramine can cause a decrease in the absorption of Ezetimibe resulting in a reduced serum concentration and potentially a decrease in efficacy.	#B1CFE5	7.20495434830079	2.11876937941511e-12
Fluvoxamine	Mirtazapine	0.366	1.141	Major	66 (37/29)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Mirtazapine.	#F8BABA	7.31579979981311	7.04515109949369e-13
Zolmitriptan	Fluoxetine	0.223	8.114	Major	141 (127/14)	The risk or severity of adverse effects can be increased when Zolmitriptan is combined with Fluoxetine.	#D46A6A	15.6292086632371	1
